Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
43,Conjure Women,A Novel,Afia Atakora,https://www.audible.com/pd/Conjure-Women-Audiobook/059315441X?qid=1635711313&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/51Yc6gszNoL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/51220325-conjure-women?from_search=true&from_srp=true&qid=Xry8LjhRHi&rank=1,,3.92,12332
44,Hocus Pocus,,Kurt Vonnegut,https://www.audible.com/pd/Hocus-Pocus-Audiobook/B00U8FEFN0?qid=1635711313&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/51VR6RIGDcL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/9589.Hocus_Pocus?from_search=true&from_srp=true&qid=4Rv4yyVCo4&rank=2,,3.83,31154
45,The Widows of Malabar Hill,,Sujata Massey,https://www.audible.com/pd/The-Widows-of-Malabar-Hill-Audiobook/B07891YCVZ?qid=1635711313&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/51Ua3EkUCdL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35133064-the-widows-of-malabar-hill?from_search=true&from_srp=true&qid=sQaPQVqMtu&rank=1,,3.93,19193
46,The Dante Club,,Matthew Pearl,https://www.audible.com/pd/The-Dante-Club-Audiobook/B002V1BNES?qid=1635711313&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/51SAkqlH9-L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18402.The_Dante_Club?from_search=true&from_srp=true&qid=PvH9duHziw&rank=2,,3.43,41107
47,The Picture of Dorian Gray,,Oscar Wilde,https://www.audible.com/pd/The-Picture-of-Dorian-Gray-Audiobook/B005ESYP2M?qid=1635711313&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/51FIQY7WEJL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/58207214-the-picture-of-dorian-gray-by-oscar-wilde?from_search=true&from_srp=true&qid=xctGfDiNUn&rank=12,,4.31,162
48,Big Fish,A Novel of Mythic Proportions,Daniel Wallace,https://www.audible.com/pd/Big-Fish-Audiobook/B004WLK2VA?qid=1635711313&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/61-cIdnP5ES._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/129984.Big_Fish?from_search=true&from_srp=true&qid=sw5CYAy59S&rank=1,,3.67,19365
49,King Solomon's Mines,,Henry Rider Haggard,https://www.audible.com/pd/King-Solomons-Mines-Audiobook/B004IAI5BE?qid=1635711313&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=XZH7JBTX920XT5JN9TZ1,https://m.media-amazon.com/images/I/61UmkTbPW9L._SL500_.jpg,"Fiction, Romance",https://www.goodreads.com/book/show/59224414-king-solomon-s-mines-illustrated?from_search=true&from_srp=true&qid=GiVU5f4ZUK&rank=4,,3.0,1
50,Fools and Mortals,A Novel,Bernard Cornwell,https://www.audible.com/pd/Fools-and-Mortals-Audiobook/B0773RX9F3?qid=1635711321&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61oOIPnKX8L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/34522371-fools-and-mortals?from_search=true&from_srp=true&qid=PNvpDmCc3p&rank=1,,3.77,5671
51,The Ocean Liner,,Marius Gabriel,https://www.audible.com/pd/The-Ocean-Liner-Audiobook/B07B1M6XJP?qid=1635711321&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/414COay55qL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/36047912-the-ocean-liner?from_search=true&from_srp=true&qid=7ympEem6vD&rank=1,,4.12,7202
52,Reflex,,Dick Francis,https://www.audible.com/pd/Reflex-Audiobook/B005K0N6V0?qid=1635711321&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51KKe1aIo6L._SL500_.jpg,"Fiction, Sci-Fi & Fantasy",https://www.goodreads.com/book/show/8529.Reflex?from_search=true&from_srp=true&qid=gRD3JhEArN&rank=2,,4.08,5914
53,Pelican Point,,Irene Hannon,https://www.audible.com/pd/Pelican-Point-Audiobook/B078PPZW5B?qid=1635711321&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51g8-WOAIPL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35086533-pelican-point?from_search=true&from_srp=true&qid=W8F6XMYPXm&rank=1,,4.15,1369
54,The Radleys,A Novel,Matt Haig,https://www.audible.com/pd/The-Radleys-Audiobook/B004H2FYJY?qid=1635711321&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51yemlD2ZbL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/7989160-the-radleys?from_search=true&from_srp=true&qid=mCE83ZcVJj&rank=1,,3.57,15656
55,Last Day,,Luanne Rice,https://www.audible.com/pd/Last-Day-Audiobook/1799749800?qid=1635711321&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51xLhQUT7cL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/51044994-last-day?from_search=true&from_srp=true&qid=aaPCk5V0CW&rank=1,,3.98,49715
56,Jack of Diamonds,,Bryce Courtenay,https://www.audible.com/pd/Jack-of-Diamonds-Audiobook/B009T89CMQ?qid=1635711321&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/513T260hoWL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/12100517-jack-of-diamonds?from_search=true&from_srp=true&qid=6C7u5FO0OG&rank=1,,4.01,2219
57,A Brightness Long Ago,,Guy Gavriel Kay,https://www.audible.com/pd/A-Brightness-Long-Ago-Audiobook/1501966235?qid=1635711321&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/613-xbTiMgL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/41458663-a-brightness-long-ago?from_search=true&from_srp=true&qid=FV5zlgarA2&rank=1,,4.17,4932
58,Who Buries the Dead,"Sebastian St. Cyr, Book 10",C. S. Harris,https://www.audible.com/pd/Who-Buries-the-Dead-Audiobook/B00UB4FPIM?qid=1635711321&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51aDvGm8X5L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18590094-who-buries-the-dead?from_search=true&from_srp=true&qid=l0YIinarge&rank=1,,4.23,5092
59,The Last Hours,,Minette Walters,https://www.audible.com/pd/The-Last-Hours-Audiobook/B07BGJT9FG?qid=1635711321&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51kjMGZcuHL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35477888-the-last-hours?from_search=true&from_srp=true&qid=VqqjcimSgw&rank=1,,3.89,6053
60,The House of Whispers,A Novel,Laura Purcell,https://www.audible.com/pd/The-House-of-Whispers-Audiobook/0593214358?qid=1635711321&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/41245nEJj5L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/48888564-the-house-of-whispers?from_search=true&from_srp=true&qid=MZrjQqpfPx&rank=1,,3.68,4527
61,Little Eyes,A Novel,Samanta Schweblin,https://www.audible.com/pd/Little-Eyes-Audiobook/0593211413?qid=1635711321&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61haAc5Bq6L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/48635845-little-eyes?from_search=true&from_srp=true&qid=50S2XhOzub&rank=1,,3.63,11290
62,Digging In,A Novel,Loretta Nyhan,https://www.audible.com/pd/Digging-In-Audiobook/B07B8QR93X?qid=1635711321&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/519ycOLQb2L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/36174758-digging-in?from_search=true&from_srp=true&qid=bKJPZSV26c&rank=1,,3.82,18117
63,The Fall,,Robin Alexander,https://www.audible.com/pd/The-Fall-Audiobook/B01GQT4O46?qid=1635711321&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51C-IfQdVhL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/23568077-the-fall?from_search=true&from_srp=true&qid=ngDP9yfv40&rank=1,,4.22,688
64,Where We Belong,,Lynn Austin,https://www.audible.com/pd/Where-We-Belong-Audiobook/B075TKJWR2?qid=1635711321&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51yBwi0If+L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/34020173-where-we-belong?from_search=true&from_srp=true&qid=LKs6OuGOlN&rank=1,,4.2,1814
65,Arrowood,A Novel,Laura McHugh,https://www.audible.com/pd/Arrowood-Audiobook/B01CUN6NR8?qid=1635711321&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61H3kpCGuBL._SL500_.jpg,"Fiction, Recently Added",https://www.goodreads.com/book/show/41017230-arrowood?from_search=true&from_srp=true&qid=WFP8nQ7SE5&rank=1,,3.75,7049
66,Night. Sleep. Death. The Stars.,A Novel,Joyce Carol Oates,https://www.audible.com/pd/Night-Sleep-Death-The-Stars-Audiobook/0062984675?qid=1635711321&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51bBRM-4BUL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/43801240-night-sleep-death-the-stars?from_search=true&from_srp=true&qid=KqIpkyRuQl&rank=1,,3.79,1965
67,Miller's Valley,A Novel,Anna Quindlen,https://www.audible.com/pd/Millers-Valley-Audiobook/B01C4LQ286?qid=1635711321&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51WlpCeigEL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/26131641-miller-s-valley?from_search=true&from_srp=true&qid=ns8M9Wd1Yq&rank=3,,3.88,23242
68,The End of the Day,,Claire North,https://www.audible.com/pd/The-End-of-the-Day-Audiobook/B06XY6LZH8?qid=1635711321&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51Z3UzH9JnL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/31408829-the-end-of-the-day?from_search=true&from_srp=true&qid=HSJWJJQIzI&rank=1,,3.39,3519
69,A Beautiful Poison,,Lydia Kang,https://www.audible.com/pd/A-Beautiful-Poison-Audiobook/B071WKWQYK?qid=1635711321&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61afBfsKfLL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/34932769-a-beautiful-poison?from_search=true&from_srp=true&qid=R1s0iZNEIn&rank=1,,3.87,14126
70,House of Shadows,,Nicola Cornick,https://www.audible.com/pd/House-of-Shadows-Audiobook/B074MGSQRW?qid=1635711321&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61fl3SCFTyL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/25715447-house-of-shadows?from_search=true&from_srp=true&qid=KiLLqGJeeF&rank=1,,3.87,2646
71,When the Smoke Clears,Deadly Reunions Series #1,Lynette Eason,https://www.audible.com/pd/When-the-Smoke-Clears-Audiobook/B01312BK1G?qid=1635711321&sr=1-72&ref=a_special-p_c3_lProduct_2_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51hXARMkBHL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/11547853-when-the-smoke-clears?from_search=true&from_srp=true&qid=Ue58PlyrMG&rank=1,,4.28,5282
72,The Lost Night,A Novel,Andrea Bartz,https://www.audible.com/pd/The-Lost-Night-Audiobook/B07M8WKQ48?qid=1635711321&sr=1-73&ref=a_special-p_c3_lProduct_2_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/41dwzxdl-cL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35955191-the-lost-night?from_search=true&from_srp=true&qid=gjHI5fVNl2&rank=1,,3.35,5144
73,The Hundred-Year House,,Rebecca Makkai,https://www.audible.com/pd/The-Hundred-Year-House-Audiobook/B00L4IPOHG?qid=1635711321&sr=1-74&ref=a_special-p_c3_lProduct_2_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/519KQcbIZuL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18693644-the-hundred-year-house?from_search=true&from_srp=true&qid=hmPBlzShyl&rank=1,,3.44,9686
74,The Woman in the Dunes,,Kobo Abe,https://www.audible.com/pd/The-Woman-in-the-Dunes-Audiobook/1984829181?qid=1635711321&sr=1-75&ref=a_special-p_c3_lProduct_2_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51+rw1HtuNL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/9998.The_Woman_in_the_Dunes?from_search=true&from_srp=true&qid=MA3jomgSTg&rank=2,,3.91,25363
75,The Patient,,Michael Palmer,https://www.audible.com/pd/The-Patient-Audiobook/B007XXE7PG?qid=1635711321&sr=1-76&ref=a_special-p_c3_lProduct_2_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51bdBIjpcmL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/1577458.The_First_Patient?from_search=true&from_srp=true&qid=cLBWWRxuO9&rank=1,,3.76,4546
76,Those Jensen Boys!,,"William W. Johnstone, J. A. Johnstone",https://www.audible.com/pd/Those-Jensen-Boys-Audiobook/B017NZXO9S?qid=1635711321&sr=1-77&ref=a_special-p_c3_lProduct_2_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/614Xw1vIDpL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/24552828-those-jensen-boys?from_search=true&from_srp=true&qid=2rFF4512tC&rank=1,,4.12,330
77,The Dig,,John Preston,https://www.audible.com/pd/The-Dig-Audiobook/B01D92AUG4?qid=1635711321&sr=1-78&ref=a_special-p_c3_lProduct_2_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51btKqEhpHL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/3512039-the-dig?from_search=true&from_srp=true&qid=HeK1iAsIfJ&rank=1,,3.71,4099
78,All the Names They Used for God,Stories,Anjali Sachdeva,https://www.audible.com/pd/All-the-Names-They-Used-for-God-Audiobook/B079P66C8M?qid=1635711321&sr=1-79&ref=a_special-p_c3_lProduct_2_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51g3ZqxjwnL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35082451-all-the-names-they-used-for-god?from_search=true&from_srp=true&qid=L5NqFGoiu7&rank=1,,4.04,4918
79,The One Inside,,"Sam Shepard, Patti Smith - foreword",https://www.audible.com/pd/The-One-Inside-Audiobook/B01ND1C0VC?qid=1635711321&sr=1-80&ref=a_special-p_c3_lProduct_2_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51+4NcFAGTL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/46013780-the-one-inside?from_search=true&from_srp=true&qid=zqPzbdZdpR&rank=1,,3.48,898
80,The Orenda,A Novel,Joseph Boyden,https://www.audible.com/pd/The-Orenda-Audiobook/B00JU3LW4Q?qid=1635711321&sr=1-81&ref=a_special-p_c3_lProduct_2_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/41zY1bmMO7L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/17661831-the-orenda?from_search=true&from_srp=true&qid=AomqFzHAzu&rank=1,,4.22,16814
81,The Wildling Sisters,,Eve Chase,https://www.audible.com/pd/The-Wildling-Sisters-Audiobook/B0731FL8BS?qid=1635711321&sr=1-82&ref=a_special-p_c3_lProduct_2_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51sseHynxxL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/31851232-the-wildling-sisters?from_search=true&from_srp=true&qid=6Ez6XS2smA&rank=1,,3.94,7181
82,The Blinds,A Novel,Adam Sternbergh,https://www.audible.com/pd/The-Blinds-Audiobook/B073V5FVFJ?qid=1635711321&sr=1-83&ref=a_special-p_c3_lProduct_2_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51xA10I8oJL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/32600769-the-blinds?from_search=true&from_srp=true&qid=shgwks50oo&rank=1,,3.73,6945
83,The Vanished Birds,A Novel,Simon Jimenez,https://www.audible.com/pd/The-Vanished-Birds-Audiobook/0593167848?qid=1635711321&sr=1-84&ref=a_special-p_c3_lProduct_2_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51ooFem0RfL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/45422268-the-vanished-birds?from_search=true&from_srp=true&qid=awCfurYoMe&rank=1,,4.11,4307
84,A Double Life,,Flynn Berry,https://www.audible.com/pd/A-Double-Life-Audiobook/B07BB29KLJ?qid=1635711321&sr=1-85&ref=a_special-p_c3_lProduct_2_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61CmDTcmDHL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/44908896-a-double-life?from_search=true&from_srp=true&qid=Rim5wg3srV&rank=1,,3.41,5399
85,Venetia Kelly's Traveling Show,A Novel of Ireland,Frank Delaney,https://www.audible.com/pd/Venetia-Kellys-Traveling-Show-Audiobook/B0037BQSK0?qid=1635711321&sr=1-86&ref=a_special-p_c3_lProduct_2_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61spn3alRcL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/6704682-venetia-kelly-s-traveling-show?from_search=true&from_srp=true&qid=HSZ2DGFEWU&rank=2,,3.62,821
86,The Jungle,,Upton Sinclair,https://www.audible.com/pd/The-Jungle-Audiobook/B005CD139W?qid=1635711321&sr=1-87&ref=a_special-p_c3_lProduct_2_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/41HNaSss06L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/41681.The_Jungle?from_search=true&from_srp=true&qid=FvAIHvc9K2&rank=2,,3.75,133739
87,Against the Tide,,Elizabeth Camden,https://www.audible.com/pd/Against-the-Tide-Audiobook/B00ANTXE1U?qid=1635711321&sr=1-88&ref=a_special-p_c3_lProduct_2_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51NimsTQvFL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/13511369-against-the-tide?from_search=true&from_srp=true&qid=AUtJxWRmM4&rank=1,,3.88,7625
88,The Familiars,,Stacey Halls,https://www.audible.com/pd/The-Familiars-Audiobook/B07KWBTHGW?qid=1635711321&sr=1-89&ref=a_special-p_c3_lProduct_2_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/5110CbXrG1L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/39835415-the-familiars?from_search=true&from_srp=true&qid=hwiTsxAuoZ&rank=1,,3.89,30126
89,The Impossible Lives of Greta Wells,,Andrew Sean Greer,https://www.audible.com/pd/The-Impossible-Lives-of-Greta-Wells-Audiobook/B00CRM23KE?qid=1635711321&sr=1-90&ref=a_special-p_c3_lProduct_2_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51QyYspKwML._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/16065595-the-impossible-lives-of-greta-wells?from_search=true&from_srp=true&qid=cTc0ojmBtA&rank=1,,3.5,12023
90,The Photograph,,Beverly Lewis,https://www.audible.com/pd/The-Photograph-Audiobook/B0158UT1OM?qid=1635711321&sr=1-91&ref=a_special-p_c3_lProduct_2_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51PsaKGPK2L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/24934000-the-photograph?from_search=true&from_srp=true&qid=oTKc0YzHBp&rank=1,,4.15,1925
91,The Last of the Stanfields,,"Marc Levy, Daniel Wasserman - translator",https://www.audible.com/pd/The-Last-of-the-Stanfields-Audiobook/1978608144?qid=1635711321&sr=1-92&ref=a_special-p_c3_lProduct_2_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51XoQpQTNeL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/39099907-the-last-of-the-stanfields?from_search=true&from_srp=true&qid=nfH80jmdSq&rank=1,,3.99,9433
92,The Saturday Night Ghost Club,A Novel,Craig Davidson,https://www.audible.com/pd/The-Saturday-Night-Ghost-Club-Audiobook/1984891014?qid=1635711321&sr=1-93&ref=a_special-p_c3_lProduct_2_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51MiMx0197L._SL500_.jpg,"Fiction, Chilling Nonfiction",https://www.goodreads.com/book/show/36911680-the-saturday-night-ghost-club?from_search=true&from_srp=true&qid=SuBbK2m0pX&rank=1,,3.91,9902
93,Friday Black,,Nana Kwame Adjei-Brenyah,https://www.audible.com/pd/Friday-Black-Audiobook/1980002991?qid=1635711321&sr=1-94&ref=a_special-p_c3_lProduct_2_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/61iMMAVyUJL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/37570595-friday-black?from_search=true&from_srp=true&qid=AtGiKaKu50&rank=1,,4.07,11909
94,The Twelve-Mile Straight,A Novel,Eleanor Henderson,https://www.audible.com/pd/The-Twelve-Mile-Straight-Audiobook/B073DB9YNX?qid=1635711321&sr=1-95&ref=a_special-p_c3_lProduct_2_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HPBHX96264A3BHZMKKSW,https://m.media-amazon.com/images/I/51YzXY2s2KL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/33385420-the-twelve-mile-straight?from_search=true&from_srp=true&qid=QMfA7n9vjP&rank=1,,3.66,2939
