Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
689,Unhappy Endings,"Tales from the World of Adrian's Undead Diary, Volume One","Chris Philbrook, Alan MacRaffen, J. C. Fiske, Joe Tremblay, Lee Smallwood, Sherry Knight, Shane Hershey",https://www.audible.com/pd/Unhappy-Endings-Audiobook/B016NBXAPG?qid=1635711545&sr=1-214&ref=a_special-p_c3_lProduct_5_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/518-7GFX4+L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/43208479-unhappy-endings?from_search=true&from_srp=true&qid=bgNVfJwNWj&rank=1,,4.34,146
690,Dead Zone,,Robison Wells,https://www.audible.com/pd/Dead-Zone-Audiobook/B00N28C0MS?qid=1635711545&sr=1-215&ref=a_special-p_c3_lProduct_5_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61A8KhSUMUL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen",https://www.goodreads.com/book/show/20452184-dead-zone?from_search=true&from_srp=true&qid=PqQKYryj2h&rank=1,,3.74,1024
691,The Purge of Babylon: A Novel of Survival,"Purge of Babylon, Volume 1",Sam Sisavath,https://www.audible.com/pd/The-Purge-of-Babylon-A-Novel-of-Survival-Audiobook/B00O5GEVQY?qid=1635711545&sr=1-216&ref=a_special-p_c3_lProduct_5_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/510UDJiMMsL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/19485109-the-purge-of-babylon?from_search=true&from_srp=true&qid=KpVJrS8QNu&rank=1,,4.08,4036
692,The Jack of Souls,"The Unseen Moon, Book 1",Stephen C. Merlino,https://www.audible.com/pd/The-Jack-of-Souls-Audiobook/B01CYZ1796?qid=1635711545&sr=1-217&ref=a_special-p_c3_lProduct_5_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51KTMOnic3L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/23964063-the-jack-of-souls?from_search=true&from_srp=true&qid=zaOSKo8HjL&rank=1,,3.86,681
693,The Terranauts,A Novel,T. C. Boyle,https://www.audible.com/pd/The-Terranauts-Audiobook/B01L7HD9OS?qid=1635711545&sr=1-218&ref=a_special-p_c3_lProduct_5_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51s+CZnt7NL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/28925208-the-terranauts?from_search=true&from_srp=true&qid=Rw5WuoPGAv&rank=1,,3.33,5326
694,The Lost Ranger: An Alex Rogers Adventure,"Ranger Series, Book 1",Charles Lamb,https://www.audible.com/pd/The-Lost-Ranger-An-Alex-Rogers-Adventure-Audiobook/B07DFPVXMW?qid=1635711545&sr=1-219&ref=a_special-p_c3_lProduct_5_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61Iu3BkVAFL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/39306666-the-lost-ranger?from_search=true&from_srp=true&qid=nkLxlKdqRT&rank=1,,4.14,890
695,The Fragment of Light,"The Shattered Soul, Book 3",Ben Hale,https://www.audible.com/pd/The-Fragment-of-Light-Audiobook/1772309281?qid=1635711545&sr=1-220&ref=a_special-p_c3_lProduct_5_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61TRkK+8skL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/43208055-the-fragment-of-light?from_search=true&from_srp=true&qid=RsejHZgkLk&rank=1,,4.46,50
696,Seven Forges,,James A. Moore,https://www.audible.com/pd/Seven-Forges-Audiobook/B00ETEZC8I?qid=1635711545&sr=1-221&ref=a_special-p_c3_lProduct_5_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61Ds+aROtVL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/17671897-seven-forges?from_search=true&from_srp=true&qid=4EkDzWiuH1&rank=1,,3.73,2916
697,Spiral,A Novel,Paul McEuen,https://www.audible.com/pd/Spiral-Audiobook/B004S1SBCG?qid=1635711545&sr=1-222&ref=a_special-p_c3_lProduct_5_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61bHEY-o+6L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/9472760-spiral?from_search=true&from_srp=true&qid=kOBS4X7yNg&rank=1,,3.68,1336
698,Dark Hope,The Devil's Assistant,H. D. Smith,https://www.audible.com/pd/Dark-Hope-Audiobook/B00KB3IMGK?qid=1635711545&sr=1-223&ref=a_special-p_c3_lProduct_5_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51Ay9Rg2L2L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/34229458-dark-hope?from_search=true&from_srp=true&qid=EamNkBZZrn&rank=1,,3.83,869
699,Forged in Fire,,D. K. Holmberg,https://www.audible.com/pd/Forged-in-Fire-Audiobook/B013EIKP18?qid=1635711545&sr=1-224&ref=a_special-p_c3_lProduct_5_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51AWw6oG-KL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/25371165-forged-in-fire?from_search=true&from_srp=true&qid=aVoXuJgQzx&rank=1,,4.23,1244
700,"Whill of Agora: Whill of Agora, Book 1",,Michael James Ploof,https://www.audible.com/pd/Whill-of-Agora-Whill-of-Agora-Book-1-Audiobook/B00Q56PDFK?qid=1635711545&sr=1-226&ref=a_special-p_c3_lProduct_5_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51dqqhBuaoL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/15705304-whill-of-agora?from_search=true&from_srp=true&qid=xFiaZeR6EP&rank=1,,3.8,2063
701,Symbiosis,"Impact Earth, Book 1",Timothy W. Long,https://www.audible.com/pd/Symbiosis-Audiobook/B01F263SV4?qid=1635711545&sr=1-227&ref=a_special-p_c3_lProduct_5_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51v6hLaEnHL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/29344441-impact-earth?from_search=true&from_srp=true&qid=7AFkDl0sco&rank=1,,3.87,155
702,Rae of Hope,"The Chronicles of Kerrigan, Volume 1",W.J. May,https://www.audible.com/pd/Rae-of-Hope-Audiobook/B00JKU9JRG?qid=1635711545&sr=1-228&ref=a_special-p_c3_lProduct_5_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51VPA+Mr91L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/12720979-rae-of-hope?from_search=true&from_srp=true&qid=w3yLef9O2T&rank=1,,3.95,4371
703,Kiss of Fire,"Imdalind, Book 1",Rebecca Ethington,https://www.audible.com/pd/Kiss-of-Fire-Audiobook/B011S46BAO?qid=1635711545&sr=1-229&ref=a_special-p_c3_lProduct_5_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51MIObyPcZL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/40540131-kiss-of-fire?from_search=true&from_srp=true&qid=qjmqKWTuvU&rank=1,,4.09,10284
704,The First Casualty,"Jump Universe, Book 1",Mike Shepherd,https://www.audible.com/pd/The-First-Casualty-Audiobook/B00EV2OB94?qid=1635711545&sr=1-230&ref=a_special-p_c3_lProduct_5_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51cTASH28iL._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/929638.The_First_Casualty?from_search=true&from_srp=true&qid=zDhxYExq1x&rank=1,,3.78,689
705,"Ringer, Version 1",,Lauren Oliver,https://www.audible.com/pd/Ringer-Version-1-Audiobook/B0742LZTTT?qid=1635711545&sr=1-231&ref=a_special-p_c3_lProduct_5_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/51mEqlZ94uL._SL500_.jpg,"Sci-Fi & Fantasy, Kids & Teen",https://www.goodreads.com/book/show/33914062-ringer-version-1?from_search=true&from_srp=true&qid=71ljFa1uhk&rank=1,,3.69,3437
706,Nightfall,,Stephen Leather,https://www.audible.com/pd/Nightfall-Audiobook/B007JWOSGY?qid=1635711545&sr=1-232&ref=a_special-p_c3_lProduct_5_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/61lJA0uYNYL._SL500_.jpg,"Sci-Fi & Fantasy, Romance, Kids & Teen",https://www.goodreads.com/book/show/7671665-nightfall?from_search=true&from_srp=true&qid=o7mzarMjX6&rank=1,,3.96,3748
707,Spell Blind,"The Case Files of Justis Fearsson, Book 1",David B. Coe,https://www.audible.com/pd/Spell-Blind-Audiobook/B00RVZ1588?qid=1635711545&sr=1-233&ref=a_special-p_c3_lProduct_5_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=7KTH43TK8H6S4NCPTD0Z,https://m.media-amazon.com/images/I/513yu24BX1L._SL500_.jpg,Sci-Fi & Fantasy,https://www.goodreads.com/book/show/21412009-spell-blind?from_search=true&from_srp=true&qid=mygBIMWS5a&rank=1,,3.79,517
708,Dark Witch,"The Cousins O'Dwyer Trilogy, Book 1",Nora Roberts,https://www.audible.com/pd/Dark-Witch-Audiobook/B00EKOL380?qid=1635711565&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61G7TUwEyWL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/16158558-dark-witch?from_search=true&from_srp=true&qid=pyNAqWS5HI&rank=1,,3.94,58210
709,The Laughing Corpse,"An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,https://www.audible.com/pd/The-Laughing-Corpse-Audiobook/B002V1OFAC?qid=1635711565&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/517nx2FdZQL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/15309.The_Laughing_Corpse?from_search=true&from_srp=true&qid=EV9RXGhrxO&rank=2,,4.11,82617
710,Guilty Pleasures,"An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,https://www.audible.com/pd/Guilty-Pleasures-Audiobook/B002V1CK86?qid=1635711565&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51Z+dL86DzL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/30281.Guilty_Pleasures?from_search=true&from_srp=true&qid=xVaX2p7ZDT&rank=3,,4.01,141326
711,Accidental Sire,,Molly Harper,https://www.audible.com/pd/Accidental-Sire-Audiobook/B073WGV55B?qid=1635711565&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51HHET+NEAL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/30366837-accidental-sire?from_search=true&from_srp=true&qid=9J0gMQKK9i&rank=1,,4.18,2364
712,Wired,,Julie Garwood,https://www.audible.com/pd/Wired-Audiobook/B072JV725M?qid=1635711565&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51PqfIIrOgL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/23398634-wired?from_search=true&from_srp=true&qid=0gHzXN8xtL&rank=1,,3.83,11722
713,Answered Prayers,,Danielle Steel,https://www.audible.com/pd/Answered-Prayers-Audiobook/B002VA8JE6?qid=1635711565&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/411ELhwMZSL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/59879.Answered_Prayers?from_search=true&from_srp=true&qid=NikQieG0Ey&rank=1,,3.92,5726
714,The Strawberry Hearts Diner,,Carolyn Brown,https://www.audible.com/pd/The-Strawberry-Hearts-Diner-Audiobook/B072MG46FC?qid=1635711565&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51UJdJuERPL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/33283398-the-strawberry-hearts-diner?from_search=true&from_srp=true&qid=cpo4VhZIJH&rank=1,,4.06,14088
715,Faking It,,K. Bromberg,https://www.audible.com/pd/Faking-It-Audiobook/B07GQ181R2?qid=1635711565&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51aD72HDYJL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/41829288-faking-it?from_search=true&from_srp=true&qid=LwzNhIGJmF&rank=1,,4.04,6973
716,Asking for a Friend,,Lauren Blakely,https://www.audible.com/pd/Asking-for-a-Friend-Audiobook/B08158F57N?qid=1635711565&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51OvEG8vNdL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/50180499-asking-for-a-friend?from_search=true&from_srp=true&qid=BoIhTQQJHy&rank=1,,4.01,2934
717,The Queen of the Tearling,A Novel,Erika Johansen,https://www.audible.com/pd/The-Queen-of-the-Tearling-Audiobook/B00K0THNUQ?qid=1635711565&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51zjXUYT1KL._SL500_.jpg,"Romance, Kids & Teen",https://www.goodreads.com/book/show/22864842-the-queen-of-the-tearling?from_search=true&from_srp=true&qid=YozXzuqGU2&rank=1,,3.98,90873
718,Crossroads,,Riley Hart,https://www.audible.com/pd/Crossroads-Audiobook/B017JEXN58?qid=1635711565&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51Hey9rwO3L._SL500_.jpg,Romance,https://www.goodreads.com/book/show/25963015-crossroads?from_search=true&from_srp=true&qid=Mkw2xIZdvW&rank=1,,4.09,9678
719,A Study in Charlotte,"Charlotte Holmes, Book 1",Brittany Cavallaro,https://www.audible.com/pd/A-Study-in-Charlotte-Audiobook/B01A5UKW6G?qid=1635711565&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61dg5ZJOwnL._SL500_.jpg,"Romance, Kids & Teen",https://www.goodreads.com/book/show/23272028-a-study-in-charlotte?from_search=true&from_srp=true&qid=SCLXSTX6RR&rank=1,,3.77,52300
720,The Gargoyle,,Andrew Davidson,https://www.audible.com/pd/The-Gargoyle-Audiobook/B002V5GTPW?qid=1635711565&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/514krSxhyFL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/2595138-the-gargoyle?from_search=true&from_srp=true&qid=mjddMho4Ln&rank=1,,3.92,49545
721,Smoke Screen,A Novel,Sandra Brown,https://www.audible.com/pd/Smoke-Screen-Audiobook/B002VA9RME?qid=1635711565&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51adC4+D5yL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/2306910.Smoke_Screen?from_search=true&from_srp=true&qid=47SQe4b7iC&rank=1,,4.01,15925
722,Collide,,Riley Hart,https://www.audible.com/pd/Collide-Audiobook/B01LFD1CQG?qid=1635711565&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51HPdUZ9s6L._SL500_.jpg,Romance,https://www.goodreads.com/book/show/18773407-collide?from_search=true&from_srp=true&qid=VUGS9xvtXN&rank=1,,4.01,10776
723,Alpha's Temptation: A Billionaire Werewolf Romance,"Bad Boy Alphas, Book 1","Renee Rose, Lee Savino",https://www.audible.com/pd/Alphas-Temptation-A-Billionaire-Werewolf-Romance-Audiobook/B076KVV6LT?qid=1635711565&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/513Umj1abjL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/52946822-alpha-s-temptation?from_search=true&from_srp=true&qid=7LJOon62tu&rank=1,,4.07,7740
724,Written with Regret,"The Regret Duet, Book 1",Aly Martinez,https://www.audible.com/pd/Written-with-Regret-Audiobook/B07VBB489Y?qid=1635711565&sr=1-18&ref=a_special-p_c3_lProduct_1_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51KvV0YrArL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/45890020-written-with-regret?from_search=true&from_srp=true&qid=bIVFVPWhbX&rank=1,,4.38,9263
725,The Devilish Duke,"Saints & Scoundrels Series, Book 1",Maddison Michaels,https://www.audible.com/pd/The-Devilish-Duke-Audiobook/B07LGCJHT8?qid=1635711565&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/510FjRKE1+L._SL500_.jpg,Romance,https://www.goodreads.com/book/show/38392956-the-devilish-duke?from_search=true&from_srp=true&qid=OS3DoWIZX7&rank=1,,4.0,1490
726,You Suck,A Love Story,Christopher Moore,https://www.audible.com/pd/You-Suck-Audiobook/B002V8LFK8?qid=1635711565&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51ALmQQSTDL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/33453.You_Suck?from_search=true&from_srp=true&qid=UFVDfYKJE9&rank=1,,3.82,48378
727,Captured by a Laird,"The Douglas Legacy, Book 1",Margaret Mallory,https://www.audible.com/pd/Captured-by-a-Laird-Audiobook/B00QMQKCWC?qid=1635711565&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61OyiZ+oC+L._SL500_.jpg,Romance,https://www.goodreads.com/book/show/23121951-captured-by-a-laird?from_search=true&from_srp=true&qid=uVDBlS5b7J&rank=1,,4.05,3436
728,For the Hell of It,"Razing Hell, Book 1",Cate Corvin,https://www.audible.com/pd/For-the-Hell-of-It-Audiobook/1705246028?qid=1635711565&sr=1-22&ref=a_special-p_c3_lProduct_1_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61yRP390XJL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/52236879-for-the-hell-of-it?from_search=true&from_srp=true&qid=LXBUgCdAdt&rank=1,,4.23,3738
729,Take Me With You,,Catherine Ryan Hyde,https://www.audible.com/pd/Take-Me-With-You-Audiobook/B00KLCJ652?qid=1635711565&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51vLKycqtAL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/19355355-take-me-with-you?from_search=true&from_srp=true&qid=MvBzZEHVcN&rank=2,,4.18,38267
730,The Duchess War,"The Brothers Sinister, Book 1",Courtney Milan,https://www.audible.com/pd/The-Duchess-War-Audiobook/B00FOS3GYA?qid=1635711565&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51R9SImeOmL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/13489919-the-duchess-war?from_search=true&from_srp=true&qid=ekSNzVS6vg&rank=1,,3.82,25390
731,"Montana Dawn: McCutcheon Family Series, Book 1",,Caroline Fyffe,https://www.audible.com/pd/Montana-Dawn-McCutcheon-Family-Series-Book-1-Audiobook/B00H1V7MAC?qid=1635711565&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61dRgFdPTWL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/12909558-montana-dawn?from_search=true&from_srp=true&qid=YVYzkKYnsh&rank=1,,4.15,3925
732,Moving Target,"Rarities Unlimited, Book 1",Elizabeth Lowell,https://www.audible.com/pd/Moving-Target-Audiobook/B01H42LEY2?qid=1635711565&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51lAZD9vMLL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/530341.Moving_Target?from_search=true&from_srp=true&qid=Ci6JzhwySj&rank=1,,3.82,4334
733,Arrogant Devil,,R.S. Grey,https://www.audible.com/pd/Arrogant-Devil-Audiobook/B07HHFMVZC?qid=1635711565&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51lpWHIVgfL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/40048067-arrogant-devil?from_search=true&from_srp=true&qid=3aN1ngYhQh&rank=1,,4.2,14950
734,Firstlife,"An Everlife Novel, Book 1",Gena Showalter,https://www.audible.com/pd/Firstlife-Audiobook/B01785FG4Y?qid=1635711565&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51BcmB5jx0L._SL500_.jpg,"Romance, Kids & Teen",https://www.goodreads.com/book/show/25785357-firstlife?from_search=true&from_srp=true&qid=6ElfW6IcbL&rank=1,,3.7,18169
735,The Play,,Elle Kennedy,https://www.audible.com/pd/The-Play-Audiobook/B082QV7CL8?qid=1635711565&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/519Ut446YrL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/43877254-the-play?from_search=true&from_srp=true&qid=D7Nu7YNqth&rank=1,,4.12,34197
736,The Dragon of New Orleans,"Treasure of Paragon Series, Book 1",Genevieve Jack,https://www.audible.com/pd/The-Dragon-of-New-Orleans-Audiobook/1541405129?qid=1635711565&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/61Y-Z6MDUAL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/55149156-the-dragon-of-new-orleans?from_search=true&from_srp=true&qid=T2wyeOR52A&rank=1,,4.12,2304
737,In Another Time,,Caroline Leech,https://www.audible.com/pd/In-Another-Time-Audiobook/B07FMZNTB4?qid=1635711565&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51xiKs3-s6L._SL500_.jpg,"Romance, Kids & Teen",https://www.goodreads.com/book/show/35068588-in-another-time?from_search=true&from_srp=true&qid=4b7Yo69FYw&rank=1,,3.81,983
738,Behind Closed Doors,,Kimberla Lawson Roby,https://www.audible.com/pd/Behind-Closed-Doors-Audiobook/B00UZA1V4Y?qid=1635711565&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=H33CDSQZ3CBJRMN68CDK,https://m.media-amazon.com/images/I/51cbJ1gjwjL._SL500_.jpg,Romance,https://www.goodreads.com/book/show/191549.Behind_Closed_Doors?from_search=true&from_srp=true&qid=23qfI17dFq&rank=1,,4.17,1616
