Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Book ID,Goodreads Title,Goodreads Author,Goodreads_Link,Goodreads Search URL,Goodreads_Rating,Number_of_Ratings,Ratings combination,Goodreads search
391,Becoming Eve,My Journey from Ultra-Orthodox Rabbi to Transgender Woman,Abby Stein,https://www.audible.com/pd/Becoming-Eve-Audiobook/154918721X?qid=1630755649&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51S-dElrhBL._SL500_.jpg,Bios & Memoirs,302,Becoming Eve: My Journey from Ultra-Orthodox Rabbi to Transgender Woman,Abby  Stein,https://www.goodreads.com/book/show/44287250-becoming-eve?from_search=true&from_srp=true&qid=mBdZLpKmVN&rank=1,https://www.goodreads.com/search?q=Becoming+Eve+Abby+Stein,4.09,1672,4.09,https://www.goodreads.com/search?q=Becoming Eve+Abby Stein
392,Good Husbandry,A Memoir,Kristin Kimball,https://www.audible.com/pd/Good-Husbandry-Audiobook/1508298327?qid=1630755649&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/61m7Azr3K7L._SL500_.jpg,Bios & Memoirs,303,Good Husbandry,Kristin Kimball,https://www.goodreads.com/book/show/43822076-good-husbandry?from_search=true&from_srp=true&qid=qUSTG0I7Gk&rank=1,https://www.goodreads.com/search?q=Good+Husbandry+Kristin+Kimball,4.25,1098,4.25,https://www.goodreads.com/search?q=Good Husbandry+Kristin Kimball
395,Gay Like Me,A Father Writes to His Son,Richie Jackson,https://www.audible.com/pd/Gay-Like-Me-Audiobook/0062939793?qid=1630755649&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/31eLH4dlFbL._SL500_.jpg,Bios & Memoirs,304,Gay Like Me: A Father Writes to His Son,Richie Jackson,https://www.goodreads.com/book/show/45999776-gay-like-me?from_search=true&from_srp=true&qid=LPCo1ehhtq&rank=1,https://www.goodreads.com/search?q=Gay+Like+Me+Richie+Jackson,3.96,562,3.98,https://www.goodreads.com/search?q=Gay Like Me+Richie Jackson
,I'm Feeling Lucky,The Confessions of Google Employee Number 59,Douglas Edwards,https://www.audible.com/pd/Im-Feeling-Lucky-Audiobook/B0054VM3M8?qid=1630755649&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/41aZezoQjXL._SL500_.jpg,Bios & Memoirs,305,,,,,,,4,https://www.goodreads.com/search?q=I'm Feeling Lucky+Douglas Edwards
396,The Good Girls,An Ordinary Killing,Sonia Faleiro,https://www.audible.com/pd/The-Good-Girls-Audiobook/0593451627?qid=1630755649&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51kYcKfGhKL._SL500_.jpg,Bios & Memoirs,306,The Good Girls: An Ordinary Killing,Sonia Faleiro,https://www.goodreads.com/book/show/55574506-the-good-girls?from_search=true&from_srp=true&qid=LpXOHFjqHF&rank=1,https://www.goodreads.com/search?q=The+Good+Girls+Sonia+Faleiro,3.85,996,3.85,https://www.goodreads.com/search?q=The Good Girls+Sonia Faleiro
397,Hungry,"Eating, Road-Tripping, and Risking It All with the Greatest Chef in the World",Jeff Gordinier,https://www.audible.com/pd/Hungry-Audiobook/0525635548?qid=1630755649&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51K0GDcc1AL._SL500_.jpg,Bios & Memoirs,307,"Hungry: Eating, Road-Tripping, and Risking It All with the Greatest Chef in the World",Jeff Gordinier,https://www.goodreads.com/book/show/42590641-hungry?from_search=true&from_srp=true&qid=Ev86G98Sl0&rank=1,https://www.goodreads.com/search?q=Hungry+Jeff+Gordinier,3.64,1596,3.64,https://www.goodreads.com/search?q=Hungry+Jeff Gordinier
398,Strangers Tend to Tell Me Things,"A Memoir of Love, Loss, and Coming Home",Amy Dickinson,https://www.audible.com/pd/Strangers-Tend-to-Tell-Me-Things-Audiobook/B01N7WP24D?qid=1630755649&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51GDTMgOMCL._SL500_.jpg,Bios & Memoirs,308,"Strangers Tend to Tell Me Things: A Memoir of Love, Loss, and Coming Home",Amy Dickinson,https://www.goodreads.com/book/show/28925620-strangers-tend-to-tell-me-things?from_search=true&from_srp=true&qid=fWk9RyAzfP&rank=1,https://www.goodreads.com/search?q=Strangers+Tend+to+Tell+Me+Things+Amy+Dickinson,3.8,1873,3.8,https://www.goodreads.com/search?q=Strangers Tend to Tell Me Things+Amy Dickinson
,Girl Decoded,A Scientist's Quest to Reclaim Our Humanity by Bringing Emotional Intelligence to Technology,"Rana el Kaliouby, Carol Colman",https://www.audible.com/pd/Girl-Decoded-Audiobook/0593154215?qid=1630755649&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/510nK3z3FZL._SL500_.jpg,Bios & Memoirs,309,,,,,,,4,"https://www.goodreads.com/search?q=Girl Decoded+Rana el Kaliouby, Carol Colman"
400,Little Miss Little Compton,A Memoir,"Arden Myrin, Debby Ryan",https://www.audible.com/pd/Little-Miss-Little-Compton-Audiobook/1549182552?qid=1630755649&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/61xBZbfIzPL._SL500_.jpg,Bios & Memoirs,310,Little Miss Little Compton: A Memoir,Arden Myrin,https://www.goodreads.com/book/show/51335206-little-miss-little-compton?from_search=true&from_srp=true&qid=51grKZCWVj&rank=1,"https://www.goodreads.com/search?q=Little+Miss+Little+Compton+Arden+Myrin,+Debby+Ryan",4.14,333,4.05,"https://www.goodreads.com/search?q=Little Miss Little Compton+Arden Myrin, Debby Ryan"
401,Notes from an Apocalypse,A Personal Journey to the End of the World and Back,Mark O'Connell,https://www.audible.com/pd/Notes-from-an-Apocalypse-Audiobook/059316931X?qid=1630755649&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51YPkPUhx5L._SL500_.jpg,Bios & Memoirs,311,Notes from an Apocalypse: A Personal Journey to the End of the World and Back,Mark O'Connell,https://www.goodreads.com/book/show/52019031-notes-from-an-apocalypse?from_search=true&from_srp=true&qid=jh4tfIrwMV&rank=1,https://www.goodreads.com/search?q=Notes+from+an+Apocalypse+Mark+O'Connell,3.75,1864,3.75,https://www.goodreads.com/search?q=Notes from an Apocalypse+Mark O'Connell
,You're Not Special,A (Sort-of) Memoir,Meghan Rienks,https://www.audible.com/pd/Youre-Not-Special-Audiobook/1508278032?qid=1630755649&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51KxGxZlesL._SL500_.jpg,Bios & Memoirs,312,,,,,,,4,https://www.goodreads.com/search?q=You're Not Special+Meghan Rienks
402,Raceless,"In Search of Family, Identity, and the Truth About Where I Belong",Georgina Lawton,https://www.audible.com/pd/Raceless-Audiobook/0063009501?qid=1630755649&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/41v4DDidQgL._SL500_.jpg,Bios & Memoirs,313,"Raceless: In Search of Family, Identity, and the Truth About Where I Belong",Georgina Lawton,https://www.goodreads.com/book/show/51475373-raceless?from_search=true&from_srp=true&qid=5kWa41v0mN&rank=1,https://www.goodreads.com/search?q=Raceless+Georgina+Lawton,4.18,505,4.09,https://www.goodreads.com/search?q=Raceless+Georgina Lawton
403,Tanking to the Top,The Philadelphia 76ers and the Most Audacious Process in the History of Professional Sports,Yaron Weitzman,https://www.audible.com/pd/Tanking-to-the-Top-Audiobook/1549148397?qid=1630755649&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51Ck5aAwJUL._SL500_.jpg,Bios & Memoirs,314,Tanking to the Top: The Philadelphia 76ers and the Most Audacious Process in the History of Professional Sports,Yaron Weitzman,https://www.goodreads.com/book/show/51205617-tanking-to-the-top?from_search=true&from_srp=true&qid=oSegafFY66&rank=1,https://www.goodreads.com/search?q=Tanking+to+the+Top+Yaron+Weitzman,4.16,713,4.11,https://www.goodreads.com/search?q=Tanking to the Top+Yaron Weitzman
404,Fire Cannot Kill a Dragon,Game of Thrones and the Official Untold Story of the Epic Series,James Hibberd,https://www.audible.com/pd/Fire-Cannot-Kill-a-Dragon-Audiobook/0593292391?qid=1630755649&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/51pXdlNa9jL._SL500_.jpg,Bios & Memoirs,315,Fire Cannot Kill a Dragon: Game of Thrones and the Official Untold Story of the Epic Series,James Hibberd,https://www.goodreads.com/book/show/51774149-fire-cannot-kill-a-dragon?from_search=true&from_srp=true&qid=VZ5UwpFkJJ&rank=1,https://www.goodreads.com/search?q=Fire+Cannot+Kill+a+Dragon+James+Hibberd,4.07,891,4.06,https://www.goodreads.com/search?q=Fire Cannot Kill a Dragon+James Hibberd
405,Confident Women,"Swindlers, Grifters, and Shapeshifters of the Feminine Persuasion",Tori Telfer,https://www.audible.com/pd/Confident-Women-Audiobook/0062956051?qid=1630755649&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=YTQPC59R14FQQHQKTX1D,https://m.media-amazon.com/images/I/41wjxbvN9dL._SL500_.jpg,Bios & Memoirs,316,"Confident Women: Swindlers, Grifters, and Shapeshifters of the Feminine Persuasion",Tori Telfer,https://www.goodreads.com/book/show/53487125-confident-women?from_search=true&from_srp=true&qid=9L90P282EI&rank=1,https://www.goodreads.com/search?q=Confident+Women+Tori+Telfer,3.75,1341,3.75,https://www.goodreads.com/search?q=Confident Women+Tori Telfer
406,Mobituaries,,Mo Rocca,https://www.audible.com/pd/Mobituaries-Audiobook/1508294933?qid=1630755665&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/61kh2b3pbnL._SL500_.jpg,Nonfiction,317,Mobituaries: Great Lives Worth Reliving,Mo Rocca,https://www.goodreads.com/book/show/43821589-mobituaries?from_search=true&from_srp=true&qid=5FzEdwOA0m&rank=1,https://www.goodreads.com/search?q=Mobituaries+Mo+Rocca,4.07,4889,4.07,https://www.goodreads.com/search?q=Mobituaries+Mo Rocca
407,Entangled Life,"How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,https://www.audible.com/pd/Entangled-Life-Audiobook/059320980X?qid=1630755665&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/61KtqYhO2NL._SL500_.jpg,Nonfiction,318,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,https://www.goodreads.com/book/show/52668915-entangled-life?from_search=true&from_srp=true&qid=eYBRcu65Jp&rank=2,https://www.goodreads.com/search?q=Entangled+Life+Merlin+Sheldrake,4.39,8239,4.39,https://www.goodreads.com/search?q=Entangled Life+Merlin Sheldrake
408,101 Essays That Will Change the Way You Think,,Brianna Wiest,https://www.audible.com/pd/101-Essays-That-Will-Change-the-Way-You-Think-Audiobook/1977386865?qid=1630755665&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/41UMKWmPb5L._SL500_.jpg,Nonfiction,319,101 Essays That Will Change The Way You Think,Brianna Wiest,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think?from_search=true&from_srp=true&qid=X6QIak0Dmi&rank=1,https://www.goodreads.com/search?q=101+Essays+That+Will+Change+the+Way+You+Think+Brianna+Wiest,3.94,3214,3.94,https://www.goodreads.com/search?q=101 Essays That Will Change the Way You Think+Brianna Wiest
409,The Storm of War,A New History of the Second World War,Andrew Roberts,https://www.audible.com/pd/The-Storm-of-War-Audiobook/B005B1MMU4?qid=1630755665&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51DK8ehBXBL._SL500_.jpg,Nonfiction,320,The Storm of War: A New History of the Second World War,Andrew Roberts,https://www.goodreads.com/book/show/9850339-the-storm-of-war?from_search=true&from_srp=true&qid=tLznc30biA&rank=1,https://www.goodreads.com/search?q=The+Storm+of+War+Andrew+Roberts,4.16,3616,4.16,https://www.goodreads.com/search?q=The Storm of War+Andrew Roberts
410,Fluent Forever,How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,https://www.audible.com/pd/Fluent-Forever-Audiobook/B06X96PC67?qid=1630755665&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51tKRXtPiGL._SL500_.jpg,Nonfiction,321,Fluent Forever: How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,https://www.goodreads.com/book/show/19661852-fluent-forever?from_search=true&from_srp=true&qid=akiKxUXLFr&rank=1,https://www.goodreads.com/search?q=Fluent+Forever+Gabriel+Wyner,4.08,9112,4.08,https://www.goodreads.com/search?q=Fluent Forever+Gabriel Wyner
411,The Ministry for the Future,A Novel,Kim Stanley Robinson,https://www.audible.com/pd/The-Ministry-for-the-Future-Audiobook/1549186434?qid=1630755665&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51V8WmouM6L._SL500_.jpg,Nonfiction,322,The Ministry for the Future,Kim Stanley Robinson,https://www.goodreads.com/book/show/50998056-the-ministry-for-the-future?from_search=true&from_srp=true&qid=ZCWJwckOVS&rank=1,https://www.goodreads.com/search?q=The+Ministry+for+the+Future+Kim+Stanley+Robinson,3.9,7209,3.9,https://www.goodreads.com/search?q=The Ministry for the Future+Kim Stanley Robinson
412,Gulag,A History,Anne Applebaum,https://www.audible.com/pd/Gulag-Audiobook/B007KBQKV0?qid=1630755665&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51KGDd8kJKL._SL500_.jpg,Nonfiction,323,Gulag: A History,Anne Applebaum,https://www.goodreads.com/book/show/224379.Gulag?from_search=true&from_srp=true&qid=pDbvf9DVzp&rank=1,https://www.goodreads.com/search?q=Gulag+Anne+Applebaum,4.25,9438,4.25,https://www.goodreads.com/search?q=Gulag+Anne Applebaum
414,That Will Never Work,The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,https://www.audible.com/pd/That-Will-Never-Work-Audiobook/1549121669?qid=1630755665&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51nnlEzoEDL._SL500_.jpg,Nonfiction,324,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,https://www.goodreads.com/book/show/44428950-that-will-never-work?from_search=true&from_srp=true&qid=zuwUABrRo5&rank=1,https://www.goodreads.com/search?q=That+Will+Never+Work+Marc+Randolph,4.22,9205,4.22,https://www.goodreads.com/search?q=That Will Never Work+Marc Randolph
415,The Physics of God,"Unifying Quantum Physics, Consciousness, M-Theory, Heaven, Neuroscience and Transcendence","Amit Goswami, Joseph Selbie",https://www.audible.com/pd/The-Physics-of-God-Audiobook/B0755N4DM3?qid=1630755665&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/610gkW3jqbL._SL500_.jpg,Nonfiction,325,The Physics of God,Goswami Amit,https://www.goodreads.com/book/show/36130592-the-physics-of-god?from_search=true&from_srp=true&qid=aEX7e5jJY1&rank=1,"https://www.goodreads.com/search?q=The+Physics+of+God+Amit+Goswami,+Joseph+Selbie",4.18,282,4.05,"https://www.goodreads.com/search?q=The Physics of God+Amit Goswami, Joseph Selbie"
,The Color of Money,Black Banks and the Racial Wealth Gap,Mehrsa Baradaran,https://www.audible.com/pd/The-Color-of-Money-Audiobook/B075RBNW6N?qid=1630755665&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/61-w4H1ygQL._SL500_.jpg,Nonfiction,326,,,,,,,4,https://www.goodreads.com/search?q=The Color of Money+Mehrsa Baradaran
418,Running with Sherman,The Donkey with the Heart of a Hero,Christopher McDougall,https://www.audible.com/pd/Running-with-Sherman-Audiobook/152477877X?qid=1630755665&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51YWwdEvBVL._SL500_.jpg,Nonfiction,327,Running with Sherman,Christopher McDougall,https://www.goodreads.com/book/show/43834684-running-with-sherman?from_search=true&from_srp=true&qid=dOlLZ1Pzu6&rank=1,https://www.goodreads.com/search?q=Running+with+Sherman+Christopher+McDougall,4.28,6506,4.28,https://www.goodreads.com/search?q=Running with Sherman+Christopher McDougall
419,Exercised,Why Something We Never Evolved to Do Is Healthy and Rewarding,Daniel Lieberman,https://www.audible.com/pd/Exercised-Audiobook/0593292618?qid=1630755665&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51qLlhgp13L._SL500_.jpg,Nonfiction,328,Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding,Daniel E. Lieberman,https://www.goodreads.com/book/show/49358915-exercised?from_search=true&from_srp=true&qid=8FeyHHS0oX&rank=2,https://www.goodreads.com/search?q=Exercised+Daniel+Lieberman,4.17,2530,4.17,https://www.goodreads.com/search?q=Exercised+Daniel Lieberman
421,The Rise and Fall of Ancient Egypt,,Toby Wilkinson,https://www.audible.com/pd/The-Rise-and-Fall-of-Ancient-Egypt-Audiobook/B075FX4NLV?qid=1630755665&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/61ixovu9vHL._SL500_.jpg,Nonfiction,329,The Rise and Fall of Ancient Egypt: The History of a Civilisation from 3000 BC to Cleopatra,Toby Wilkinson,https://www.goodreads.com/book/show/8536070-the-rise-and-fall-of-ancient-egypt?from_search=true&from_srp=true&qid=Pqb23RNCk7&rank=1,https://www.goodreads.com/search?q=The+Rise+and+Fall+of+Ancient+Egypt+Toby+Wilkinson,4.1,3433,4.1,https://www.goodreads.com/search?q=The Rise and Fall of Ancient Egypt+Toby Wilkinson
,"Viruses, Plagues, and History","Past, Present, and Future",Michael B. A. Oldstone,https://www.audible.com/pd/Viruses-Plagues-and-History-Audiobook/1977334695?qid=1630755665&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51rWnOJkYNL._SL500_.jpg,Nonfiction,330,,,,,,,4,"https://www.goodreads.com/search?q=Viruses, Plagues, and History+Michael B. A. Oldstone"
422,FAKE,"Fake Money, Fake Teachers, Fake Assets: How Lies Are Making the Poor and Middle Class Poorer",Robert T. Kiyosaki,https://www.audible.com/pd/FAKE-Audiobook/1721384316?qid=1630755665&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/41O9eNMrPQL._SL500_.jpg,Nonfiction,331,"FAKE: Fake Money, Fake Teachers, Fake Assets: How Lies Are Making the Poor and Middle Class Poorer",Robert T. Kiyosaki,https://www.goodreads.com/book/show/40385517-fake?from_search=true&from_srp=true&qid=V27hHg2QHS&rank=1,https://www.goodreads.com/search?q=FAKE+Robert+T.+Kiyosaki,3.77,781,3.82,https://www.goodreads.com/search?q=FAKE+Robert T. Kiyosaki
423,A Knock at Midnight,"A Story of Hope, Justice, and Freedom",Brittany K. Barnett,https://www.audible.com/pd/A-Knock-at-Midnight-Audiobook/0593210182?qid=1630755665&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51abS1+zDvL._SL500_.jpg,Nonfiction,332,"A Knock at Midnight: A Story of Hope, Justice, and Freedom",Brittany K. Barnett,https://www.goodreads.com/book/show/52654711-a-knock-at-midnight?from_search=true&from_srp=true&qid=XgSUjLjoYV&rank=1,https://www.goodreads.com/search?q=A+Knock+at+Midnight+Brittany+K.+Barnett,4.62,3150,4.62,https://www.goodreads.com/search?q=A Knock at Midnight+Brittany K. Barnett
,Hymns of the Republic,The Story of the Final Year of the American Civil War,S. C. Gwynne,https://www.audible.com/pd/Hymns-of-the-Republic-Audiobook/1508252556?qid=1630755665&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=NAKWMRZ2K4CM1RJ65VMJ,https://m.media-amazon.com/images/I/51TmSn2DMSL._SL500_.jpg,Nonfiction,333,,,,,,,4,https://www.goodreads.com/search?q=Hymns of the Republic+S. C. Gwynne
