Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
"So Close to Being the Sh*t, Y'all Don't Even Know",,Retta,https://www.audible.com/pd/So-Close-to-Being-the-Sh-t-Yall-Dont-Even-Know-Audiobook/B0771RSKQJ?ref=a_ep_vital-_c10_lProduct_1_50&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=35VM5BJ21CG3Z0TAXJ16,https://m.media-amazon.com/images/I/51RdoyZ-UBL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/36467874-so-close-to-being-the-sh-t-y-all-don-t-even-know?from_search=true&from_srp=true&qid=vIdepC9K4r&rank=1,https://www.amazon.com/Close-Being-Yall-Dont-Even/dp/B0771VB8D4/ref=sr_1_1?dchild=1&keywords=So+Close+to+Being+the+Sh*t%2C+Y-all+Don-t+Even+Know+Retta&qid=1633879000&s=audible&sr=1-1&tag=listenerslist-20,3.91,7860,,,,,,,,
Bette & Joan,The Divine Feud,Shaun Considine,https://www.audible.com/pd/Bette-Joan-Audiobook/B06XHNNJR2?ref=a_ep_vital-_c10_lProduct_2_1&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51EqvgskXGL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/374652.Bette_and_Joan?from_search=true&from_srp=true&qid=G8DQhLdZoh&rank=4,https://www.amazon.com/Bette-and-Joan-Shaun-Considine-audiobook/dp/B06XHSKCHF/ref=sr_1_1?dchild=1&keywords=Bette&qid=1633879003&s=audible&sr=1-1&tag=listenerslist-20,4.18,2181,,,,,,,,
Cyberspies,"The Secret History of Surveillance, Hacking, and Digital Espionage",Gordon Corera,https://www.audible.com/pd/Cyberspies-Audiobook/B01FV0BT8U?ref=a_ep_vital-_c10_lProduct_2_2&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51t4jaiHqGL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/26876264-cyberspies?from_search=true&from_srp=true&qid=4U78nFuyIJ&rank=1,https://www.amazon.com/Cyberspies-Gordon-Corera-audiobook/dp/B01FV3ETIO/ref=sr_1_1?dchild=1&keywords=Cyberspies+Gordon+Corera&qid=1633879005&s=audible&sr=1-1&tag=listenerslist-20,4.0,686,,,,,,,,
Skeletons on the Zahara,A True Story of Survival,Dean King,https://www.audible.com/pd/Skeletons-on-the-Zahara-Audiobook/B00J54P7AU?ref=a_ep_vital-_c10_lProduct_2_3&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/512eaVb4S7L._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/408147.Skeletons_on_the_Zahara?from_search=true&from_srp=true&qid=m4x0Z1vgLZ&rank=1,https://www.amazon.com/Skeletons-on-Zahara-Dean-King-audiobook/dp/B00J4WFA6E/ref=sr_1_1?dchild=1&keywords=Skeletons+on+the+Zahara+Dean+King&qid=1633879007&s=audible&sr=1-1&tag=listenerslist-20,4.05,10084,,,,,,,,
Lost in the Wild,Danger and Survival in the North Woods,Cary J. Griffith,https://www.audible.com/pd/Lost-in-the-Wild-Audiobook/B07BQX2TK5?ref=a_ep_vital-_c10_lProduct_2_4&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/517Cl0-FWpL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/453505.Lost_in_the_Wild?from_search=true&from_srp=true&qid=nqCco4qVUf&rank=1,https://www.amazon.com/Lost-in-Wild-Cary-J-Griffith-audiobook/dp/B07BQZK5WR/ref=sr_1_1?dchild=1&keywords=Lost+in+the+Wild+Cary+J.+Griffith&qid=1633879009&s=audible&sr=1-1&tag=listenerslist-20,4.07,1355,,,,,,,,
Belichick,The Making of the Greatest Football Coach of All Time,Ian O'Connor,https://www.audible.com/pd/Belichick-Audiobook/B07FDFKPGG?ref=a_ep_vital-_c10_lProduct_2_5&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/41slBtOYh7L._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/37569325-belichick?from_search=true&from_srp=true&qid=XiGirFaEgh&rank=1,https://www.amazon.com/Belichick-Ian-O-Connor-audiobook/dp/B07FDNW4JX/ref=sr_1_1?dchild=1&keywords=Belichick+Ian+O%27Connor&qid=1633879012&s=audible&sr=1-1&tag=listenerslist-20,4.07,1057,,,,,,,,
Victoria: The Queen,An Intimate Biography of the Woman Who Ruled an Empire,Julia Baird,https://www.audible.com/pd/Victoria-The-Queen-Audiobook/B01MG02W0Q?ref=a_ep_vital-_c10_lProduct_2_6&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51Uv8GVUuvL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/24212581-victoria-the-queen?from_search=true&from_srp=true&qid=q2rdVRR9Pw&rank=1,https://www.amazon.com/Victoria-Queen-Julia-Baird-audiobook/dp/B01M7REQ56/ref=sr_1_1?dchild=1&keywords=Victoria%3A+The+Queen+Julia+Baird&qid=1633879014&s=audible&sr=1-1&tag=listenerslist-20,3.98,11448,,,,,,,,
Tranny,Confessions of Punk Rock's Most Infamous Anarchist Sellout,"Laura Jane Grace, Dan Ozzi",https://www.audible.com/pd/Tranny-Audiobook/B01LQZ8GZS?ref=a_ep_vital-_c10_lProduct_2_7&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51Yy2UCQRHL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/33784278-tranny?from_search=true&from_srp=true&qid=E5f3MurLCG&rank=1,https://www.amazon.com/Urban-Decay-Eye-Makeup-Set/dp/B09325NFRS/ref=sr_1_1?dchild=1&keywords=tranny+laura+jane+grace%2C+dan+ozzie&qid=1633879016&s=audible&sr=1-1&tag=listenerslist-20,4.29,7112,,,,,,,,
John Wayne,The Life and Legend,Scott Eyman,https://www.audible.com/pd/John-Wayne-Audiobook/B00M4KZ8CO?ref=a_ep_vital-_c10_lProduct_2_8&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/41aTUB-KGGL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/18144119-john-wayne?from_search=true&from_srp=true&qid=uTG1EPsnQc&rank=1,https://www.amazon.com/John-Wayne-Scott-Eyman-audiobook/dp/B00M4KQP3U/ref=sr_1_1?dchild=1&keywords=John+Wayne+Scott+Eyman&qid=1633879019&s=audible&sr=1-1&tag=listenerslist-20,4.18,1210,,,,,,,,
The Astronaut Wives Club,A True Story,Lily Koppel,https://www.audible.com/pd/The-Astronaut-Wives-Club-Audiobook/B00CSA0BV8?ref=a_ep_vital-_c10_lProduct_2_9&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/5168+vxugXL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/16131193-the-astronaut-wives-club?from_search=true&from_srp=true&qid=hXa0xpoAvg&rank=4,https://www.amazon.com/The-Astronaut-Wives-Club-audiobook/dp/B00CS9KH0O/ref=sr_1_1?dchild=1&keywords=The+Astronaut+Wives+Club+Lily+Koppel&qid=1633879021&s=audible&sr=1-1&tag=listenerslist-20,3.32,27692,,,,,,,,
Still Learning,A Memoir,India Oxenberg,https://www.audible.com/pd/Still-Learning-Audiobook/B08L3TKB5G?ref=a_ep_vital-_c10_lProduct_2_10&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/417f1PgnLaL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/55814913-still-learning?from_search=true&from_srp=true&qid=XIK9wXBW1t&rank=1,https://www.amazon.com/Still-Learning-A-Memoir/dp/B08L3TW37N/ref=sr_1_1?dchild=1&keywords=Still+Learning+India+Oxenberg&qid=1633879023&s=audible&sr=1-1&tag=listenerslist-20,3.84,237,,,,,,,,
The Monster of Florence,,"Douglas Preston, Mario Spezi",https://www.audible.com/pd/The-Monster-of-Florence-Audiobook/B002V1NY4A?ref=a_ep_vital-_c10_lProduct_2_11&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/514w47jpghL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/2198274.The_Monster_of_Florence?from_search=true&from_srp=true&qid=ZLXDnpdnU6&rank=1,https://www.amazon.com/The-Monster-of-Florence-audiobook/dp/B001BACYM0/ref=sr_1_1?dchild=1&keywords=The+Monster+of+Florence+Douglas+Preston%2C+Mario+Spezi&qid=1633879025&s=audible&sr=1-1&tag=listenerslist-20,3.76,31167,,,,,,,,
Stronger Together,"How Fame, Failure and Faith Transformed Our Lives","Terry Crews, Rebecca King Crews",https://www.audible.com/pd/Stronger-Together-Audiobook/B08Y9BZ385?ref=a_ep_vital-_c10_lProduct_2_12&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51fRgNyBjTL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/57755584-stronger-together?from_search=true&from_srp=true&qid=lOr2w9Ww9U&rank=1,https://www.amazon.com/Stronger-Together-Failure-Faith-Transformed/dp/B08YC4TC1Q/ref=sr_1_1?dchild=1&keywords=Stronger+Together+Terry+Crews%2C+Rebecca+King+Crews&qid=1633879027&s=audible&sr=1-1&tag=listenerslist-20,4.11,28,,,,,,,,
The Climb,,"Anatoli Boukreev, G. Weston DeWalt",https://www.audible.com/pd/The-Climb-Audiobook/B002V0JSTG?ref=a_ep_vital-_c10_lProduct_2_13&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/61RH7cX9yAL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/925367.The_Climb?from_search=true&from_srp=true&qid=R8DjJFkm6e&rank=1,https://www.amazon.com/The-Climb-audiobook/dp/B0000545HE/ref=sr_1_1?dchild=1&keywords=The+Climb+Anatoli+Boukreev%2C+G.+Weston+DeWalt&qid=1633879029&s=audible&sr=1-1&tag=listenerslist-20,3.96,14624,,,,,,,,
Eyes on Target,Inside Stories from the Brotherhood of the U.S. Navy SEALs,"Scott McEwen, Richard Miniter",https://www.audible.com/pd/Eyes-on-Target-Audiobook/B00I3TGZD6?ref=a_ep_vital-_c10_lProduct_2_14&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51Ky3RTjFNL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/17851983-eyes-on-target?from_search=true&from_srp=true&qid=t3oTtJtgAa&rank=2,https://www.amazon.com/Eyes-on-Target-audiobook/dp/B00I3QNDKW/ref=sr_1_1?dchild=1&keywords=Eyes+on+Target+Scott+McEwen%2C+Richard+Miniter&qid=1633879031&s=audible&sr=1-1&tag=listenerslist-20,3.79,459,,,,,,,,
Lightning Flowers,My Journey to Uncover the Cost of Saving a Life,Katherine E. Standefer,https://www.audible.com/pd/Lightning-Flowers-Audiobook/1549141902?ref=a_ep_vital-_c10_lProduct_2_15&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/61R6mWvJyCL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/50358114-lightning-flowers?from_search=true&from_srp=true&qid=Zi6a85vDCj&rank=1,https://www.amazon.com/Lightning-Flowers-Journey-Uncover-Saving/dp/B08LMSYN8K/ref=sr_1_1?dchild=1&keywords=Lightning+Flowers+Katherine+E.+Standefer&qid=1633879033&s=audible&sr=1-1&tag=listenerslist-20,4.06,603,,,,,,,,
Mercury and Me,,"Jim Hutton, Tim Wapshott",https://www.audible.com/pd/Mercury-and-Me-Audiobook/B07L8LQF9V?ref=a_ep_vital-_c10_lProduct_2_16&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51IqO6QKO-L._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/1344150.Mercury_and_Me?from_search=true&from_srp=true&qid=Y5stbs7cw9&rank=1,https://www.amazon.com/Mercury-and-Me-audiobook/dp/B07L8JZNLG/ref=sr_1_1?dchild=1&keywords=Mercury+and+Me+Jim+Hutton%2C+Tim+Wapshott&qid=1633879035&s=audible&sr=1-1&tag=listenerslist-20,4.06,3257,,,,,,,,
Total F*cking Godhead,The Biography of Chris Cornell,Corbin Reiff,https://www.audible.com/pd/Total-F-cking-Godhead-Audiobook/1705238106?ref=a_ep_vital-_c10_lProduct_2_17&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51pHX1SLpAL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/49680184-total-f-cking-godhead?from_search=true&from_srp=true&qid=AQXIxkd4lv&rank=1,https://www.amazon.com/Total-cking-Godhead-Biography-Cornell/dp/B08D5L7T21/ref=sr_1_1?dchild=1&keywords=Total+F*cking+Godhead+Corbin+Reiff&qid=1633879037&s=audible&sr=1-1&tag=listenerslist-20,3.98,482,,,,,,,,
Checking In,How Getting Real About Depression Saved My Life - and Can Save Yours,Michelle Williams,https://www.audible.com/pd/Checking-In-Audiobook/1400223350?ref=a_ep_vital-_c10_lProduct_2_18&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51yVj4u+jdL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/54287804-checking-in?from_search=true&from_srp=true&qid=xNtWSCRJDJ&rank=1,https://www.amazon.com/Checking-Getting-About-Depression-Saved/dp/B08CVSSKDH/ref=sr_1_1?dchild=1&keywords=Checking+In+Michelle+Williams&qid=1633879040&s=audible&sr=1-1&tag=listenerslist-20,4.3,347,,,,,,,,
Nerves of Steel,"How I Followed My Dreams, Earned My Wings, and Faced My Greatest Challenge",Captain Tammie Jo Shults,https://www.audible.com/pd/Nerves-of-Steel-Audiobook/0785228802?ref=a_ep_vital-_c10_lProduct_2_19&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51ixQB5wYZL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/57468097-nerves-of-steel?from_search=true&from_srp=true&qid=VnHizVEgYC&rank=1,https://www.amazon.com/Nerves-of-Steel-audiobook/dp/B07PXN4TS8/ref=sr_1_1?dchild=1&keywords=Nerves+of+Steel+Captain+Tammie+Jo+Shults&qid=1633879042&s=audible&sr=1-1&tag=listenerslist-20,5.0,1,,,,,,,,
No One Asked for This,Essays,Cazzie David,https://www.audible.com/pd/No-One-Asked-for-This-Audiobook/0358576547?ref=a_ep_vital-_c10_lProduct_2_20&pf_rd_p=b1bccf4c-9748-49b1-ad78-3978a9f9ea07&pf_rd_r=78SCMC4DXS7F3GPV89A7,https://m.media-amazon.com/images/I/51+7CVdmihL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/48930274-no-one-asked-for-this?from_search=true&from_srp=true&qid=3gBSH17otF&rank=1,https://www.amazon.com/No-One-Asked-This-Essays/dp/B08NCJR12V/ref=sr_1_1?dchild=1&keywords=No+One+Asked+for+This+Cazzie+David&qid=1633879044&s=audible&sr=1-1&tag=listenerslist-20,3.51,3140,,,,,,,,
