Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
True History of the Kelly Gang,,Peter Carey,https://www.audible.com/pd/True-History-of-the-Kelly-Gang-Audiobook/B002UUMTC0?ref=a_ep_black-_c10_lProduct_3_17&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51yf+U1MHAL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/110090.True_History_of_the_Kelly_Gang?from_search=true&from_srp=true&qid=73szcOuf5W&rank=2,https://www.amazon.com/True-History-of-Kelly-Gang-audiobook/dp/B00029DHYA/ref=sr_1_1?keywords=True+History+of+the+Kelly+Gang+Peter+Carey&qid=1637874330&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00029DHYA%2CB003IF38BW&tag=listenerslist-20,3.83,"20,708"
Eternal Life,,Dara Horn,https://www.audible.com/pd/Eternal-Life-Audiobook/B078JXCH4G?ref=a_ep_black-_c10_lProduct_3_18&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51W1Ka05WML._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/40180023-eternal-life?from_search=true&from_srp=true&qid=vrtIf95CLM&rank=1,https://www.amazon.com/Eternal-Life-Dara-Horn-audiobook/dp/B078JYGL9D/ref=sr_1_1?keywords=Eternal+Life+Dara+Horn&qid=1637874333&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B078JYGL9D&tag=listenerslist-20,3.77,"5,098"
The Animators,A Novel,Kayla Rae Whitaker,https://www.audible.com/pd/The-Animators-Audiobook/B01N7NIKX1?ref=a_ep_black-_c10_lProduct_3_19&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/514GAlUxLHL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/30090925-the-animators?from_search=true&from_srp=true&qid=VdY63Z0aWk&rank=1,https://www.amazon.com/The-Animators-Kayla-Rae-Whitaker-audiobook/dp/B01N0W6373/ref=sr_1_1?keywords=The+Animators+Kayla+Rae+Whitaker&qid=1637874335&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01N0W6373&srpt=ABIS_BOOK&tag=listenerslist-20,3.97,"11,244"
The Practice House,,Laura McNeal,https://www.audible.com/pd/The-Practice-House-Audiobook/B06XDHDZKV?ref=a_ep_black-_c10_lProduct_3_20&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41pBp4-o21L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/32191191-the-practice-house?from_search=true&from_srp=true&qid=ms9P4QN4Wx&rank=1,https://www.amazon.com/The-Practice-House-Laura-McNeal-audiobook/dp/B06XD2ZWSP/ref=sr_1_1?keywords=The+Practice+House+Laura+McNeal&qid=1637874337&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B06XD2ZWSP%2CB00KY4QOOI&tag=listenerslist-20,3.89,"11,135"
Any Human Heart,A Novel,William Boyd,https://www.audible.com/pd/Any-Human-Heart-Audiobook/B0055240CC?ref=a_ep_black-_c10_lProduct_3_21&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61TEvBOVRSL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/77866.Any_Human_Heart?from_search=true&from_srp=true&qid=i6ZqBpDQ3Z&rank=1,https://www.amazon.com/Any-Human-Heart-William-Boyd-audiobook/dp/B00555QOJQ/ref=sr_1_1?keywords=Any+Human+Heart+William+Boyd&qid=1637874340&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00555QOJQ%2CB07GZ81V7H&srpt=ABIS_BOOK&tag=listenerslist-20,4.28,"17,878"
Claudius the God,,Robert Graves,https://www.audible.com/pd/Claudius-the-God-Audiobook/B002V0LWSG?ref=a_ep_black-_c10_lProduct_3_22&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/5182IyUCG4L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/52251.Claudius_the_God_and_His_Wife_Messalina?from_search=true&from_srp=true&qid=KL4IojFsTe&rank=1,https://www.amazon.com/Claudius-God-Robert-Graves-audiobook/dp/B002CYE9K4/ref=sr_1_1?keywords=Claudius+the+God+Robert+Graves&qid=1637874343&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002CYE9K4%2CB0015SNJ9K%2CB000UOAC8Q&srpt=ABIS_BOOK&tag=listenerslist-20,4.21,"13,297"
Hothouse Flower,,Lucinda Riley,https://www.audible.com/pd/Hothouse-Flower-Audiobook/B005ZI28AW?ref=a_ep_black-_c10_lProduct_3_23&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51+vyQQnUfL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/9919390-hothouse-flower?from_search=true&from_srp=true&qid=qmidDJXZqU&rank=1,https://www.amazon.com/Hothouse-Flower-Lucinda-Riley-audiobook/dp/B0061YWHKK/ref=sr_1_1?keywords=Hothouse+Flower+Lucinda+Riley&qid=1637874345&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0061YWHKK&tag=listenerslist-20,3.96,"24,474"
The Medallion,,Cathy Gohlke,https://www.audible.com/pd/The-Medallion-Audiobook/1980036594?ref=a_ep_black-_c10_lProduct_3_24&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41FCrJowrAL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/42683662-the-medallion?from_search=true&from_srp=true&qid=Zw6dRlUPRZ&rank=1,https://www.amazon.com/The-Medallion-Cathy-Gohlke-audiobook/dp/B07SD728T3/ref=sr_1_1?keywords=The+Medallion+Cathy+Gohlke&qid=1637874347&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07SD728T3&tag=listenerslist-20,4.53,811
Burmese Days,A Novel,George Orwell,https://www.audible.com/pd/Burmese-Days-Audiobook/B006VXR0WG?ref=a_ep_black-_c10_lProduct_3_25&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51pNyUvEgzL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/9650.Burmese_Days?from_search=true&from_srp=true&qid=T11ggVFweY&rank=4,https://www.amazon.com/Burmese-Days-George-Orwell-audiobook/dp/B006W57JH4/ref=sr_1_1?keywords=Burmese+Days+George+Orwell&qid=1637874350&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B006W57JH4%2CB09G3LPV8S&srpt=ABIS_BOOK&tag=listenerslist-20,3.86,"23,575"
The Spitfire Girls,,Soraya M. Lane,https://www.audible.com/pd/The-Spitfire-Girls-Audiobook/172135672X?ref=a_ep_black-_c10_lProduct_3_26&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51ZADFPWFGL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/41957289-the-spitfire-girls?from_search=true&from_srp=true&qid=XGU3NS2Jxx&rank=1,https://www.amazon.com/The-Spitfire-Girls-Soraya-M-Lane-audiobook/dp/B07N11WX9B/ref=sr_1_1?keywords=The+Spitfire+Girls+Soraya+M.+Lane&qid=1637874352&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07N11WX9B&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.32,"6,213"
The Glass Palace,,Amitav Ghosh,https://www.audible.com/pd/The-Glass-Palace-Audiobook/B0035B6VLS?ref=a_ep_black-_c10_lProduct_3_27&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51XjNLG8-gL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/77103.The_Glass_Palace?from_search=true&from_srp=true&qid=hhENodREmC&rank=1,https://www.amazon.com/The-Glass-Palace-Amitav-Ghosh-audiobook/dp/B0038KMR2I/ref=sr_1_1?keywords=The+Glass+Palace+Amitav+Ghosh&qid=1637874354&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0038KMR2I%2CB07VPLX9NW&srpt=ABIS_BOOK&tag=listenerslist-20,3.98,"23,993"
A Woman's Place,,Lynn Austin,https://www.audible.com/pd/A-Womans-Place-Audiobook/B002UZLGMY?ref=a_ep_black-_c10_lProduct_3_28&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51B3xvCzW5L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/80343.A_Woman_s_Place?from_search=true&from_srp=true&qid=KFjsHrbmSJ&rank=1,https://www.amazon.com/A-Womans-Place-Lynn-Austin-audiobook/dp/B0017182RY/ref=sr_1_1?keywords=A+Woman-s+Place+Lynn+Austin&qid=1637874356&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B009NVPI7C%2CB082KZ8ZGM%2CB000FCKH5Q%2C0764217615%2CB005LOPNUW%2CB07D6YCWB4%2CB009NVPLGA%2CB07GB1KJN3%2C0800794052%2CB0756DZ4C1%2CB008FMD4QM%2C1414386885%2C069810546X%2CB07QTFTCV2%2CB01A4ATV0A%2CB077P1FT3C&tag=listenerslist-20,4.24,"5,913"
Blue Hollow Falls,"Blue Hollow Falls Series, Book 1",Donna Kauffman,https://www.audible.com/pd/Blue-Hollow-Falls-Audiobook/B07DQP3D52?ref=a_ep_black-_c10_lProduct_3_29&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61SPB0mzUvL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/31622123-blue-hollow-falls?from_search=true&from_srp=true&qid=wsGjT8T6yK&rank=2,https://www.amazon.com/Blue-Hollow-Falls-Donna-Kauffman-audiobook/dp/B07DQNM42W/ref=sr_1_1?keywords=Blue+Hollow+Falls+Donna+Kauffman&qid=1637874359&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07DQNM42W%2CB07FQWQDGT%2CB07WCQCFLN%2CB01E7O9SIE%2CB00MU2IK1W%2CB00MW7Z3SI%2CB07K4YFXQ1&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.01,"1,387"
The First Mountain Man,"First Mountain Man Series, Book 1",William W. Johnstone,https://www.audible.com/pd/The-First-Mountain-Man-Audiobook/1515933598?ref=a_ep_black-_c10_lProduct_3_30&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/510khVXHzEL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/110271.The_Last_Mountain_Man?from_search=true&from_srp=true&qid=BmoKgTP7Bv&rank=1,https://www.amazon.com/Preachers-Peace-audiobook/dp/B08174RGQW/ref=sr_1_1?keywords=The+First+Mountain+Man+William+W.+Johnstone&qid=1637874361&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B08174RGQW%2CB07Z5D1BNL%2CB07TMNTC1C%2CB07RXP1QM3%2CB07WHKWVCD%2CB07TRPCHF8%2CB0196TBKJ0%2CB001DKOKNO%2CB07VGP2LNW%2CB07L16MVQ1%2CB08BX7SRTW%2CB083ZM3DZW%2CB07X49W8T5%2CB07YF3LM4Z%2CB07Z43P9ZJ%2CB00QSFXB1G&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.29,"1,457"
Butcher’s Crossing,,John Williams,https://www.audible.com/pd/Butchers-Crossing-Audiobook/B003WZ8BMO?ref=a_ep_black-_c10_lProduct_3_31&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51fsByhQ4sL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/457228.Butcher_s_Crossing?from_search=true&from_srp=true&qid=jja2sEqM3p&rank=1,https://www.amazon.com/Butchers-Crossing-John-Williams-audiobook/dp/B003X4P6PO/ref=sr_1_1?keywords=Butcher%E2%80%99s+Crossing+John+Williams&qid=1637874363&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B003X4P6PO%2CB00TKDS7SU%2CB004M35I3U&tag=listenerslist-20,4.14,"15,685"
The Time It Never Rained,,Elmer Kelton,https://www.audible.com/pd/The-Time-It-Never-Rained-Audiobook/B002V8L2FG?ref=a_ep_black-_c10_lProduct_3_32&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51qiUHijU7L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/690442.The_Time_It_Never_Rained?from_search=true&from_srp=true&qid=fMofdnRMoz&rank=1,https://www.amazon.com/The-Time-It-Never-Rained-audiobook/dp/B00164RV4W/ref=sr_1_1?keywords=The+Time+It+Never+Rained+Elmer+Kelton&qid=1637874365&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00164RV4W&srpt=ABIS_BOOK&tag=listenerslist-20,4.25,"1,582"
Equal of the Sun,A Novel,Anita Amirrezvani,https://www.audible.com/pd/Equal-of-the-Sun-Audiobook/B00875DF1G?ref=a_ep_black-_c10_lProduct_3_33&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61Ie9xbV0YL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/15803170-equal-of-the-sun?from_search=true&from_srp=true&qid=B8CmbOXDOe&rank=1,https://www.amazon.com/Equal-of-Sun-Anita-Amirrezvani-audiobook/dp/B0088UT6JA/ref=sr_1_1?keywords=Equal+of+the+Sun+Anita+Amirrezvani&qid=1637874367&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0088UT6JA&srpt=ABIS_BOOK&tag=listenerslist-20,3.74,"2,320"
The Secret Chapel,"God's Lions Series, Book 1",John Lyman,https://www.audible.com/pd/The-Secret-Chapel-Audiobook/B0711JD21M?ref=a_ep_black-_c10_lProduct_3_34&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/615yTqZCTTL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/9532419-the-secret-chapel?from_search=true&from_srp=true&qid=vBEWjJC57k&rank=1,https://www.amazon.com/The-Secret-Chapel-John-Lyman-audiobook/dp/B072BNF7LZ/ref=sr_1_1?keywords=The+Secret+Chapel+John+Lyman&qid=1637874369&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B072BNF7LZ%2CB073VS9XKP%2CB072FVPX66%2CB074JGQWVG&srpt=ABIS_BOOK&tag=listenerslist-20,3.88,"1,461"
As You Wish,,Jude Deveraux,https://www.audible.com/pd/As-You-Wish-Audiobook/B078NXZKDP?ref=a_ep_black-_c10_lProduct_3_35&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/5165vWa3BKL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/35554347-as-you-wish?from_search=true&from_srp=true&qid=hnYDrBmKWI&rank=1,https://www.amazon.com/As-You-Wish-Jude-Deveraux-audiobook/dp/B078NXTTTX/ref=sr_1_1?keywords=As+You+Wish+Jude+Deveraux&qid=1637874372&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B078NXTTTX&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.87,"4,694"
The Warning,,Kathryn Croft,https://www.audible.com/pd/The-Warning-Audiobook/B07HRQZKQB?ref=a_ep_black-_c10_lProduct_3_36&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51PAcKVhS-L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/40853996-the-warning?from_search=true&from_srp=true&qid=YiEkIhfDYe&rank=1,https://www.amazon.com/The-Warning-Kathryn-Croft-audiobook/dp/B07HRRHTBR/ref=sr_1_1?keywords=The+Warning+Kathryn+Croft&qid=1637874374&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07HRRHTBR&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.91,"1,773"
Nappily Ever After,A Novel,Trisha R. Thomas,https://www.audible.com/pd/Nappily-Ever-After-Audiobook/B002V089X2?ref=a_ep_black-_c10_lProduct_3_37&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41UVDwfmLsL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/495348.Nappily_Ever_After?from_search=true&from_srp=true&qid=hp8vOBFPnA&rank=1,https://www.amazon.com/Nappily-Ever-After-audiobook/dp/B001VIJEKM/ref=sr_1_1?keywords=Nappily+Ever+After+Trisha+R.+Thomas&qid=1637874377&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001VIJEKM%2CB001JHT84C&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.85,"3,150"
The Schopenhauer Cure,A Novel,Irvin D. Yalom,https://www.audible.com/pd/The-Schopenhauer-Cure-Audiobook/B07BBMB16Y?ref=a_ep_black-_c10_lProduct_3_38&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41OSaJbAmzL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/19508.The_Schopenhauer_Cure?from_search=true&from_srp=true&qid=0XTA8rsXTf&rank=1,https://www.amazon.com/The-Schopenhauer-Cure-audiobook/dp/B07BBVDJRS/ref=sr_1_1?keywords=The+Schopenhauer+Cure+Irvin+D.+Yalom&qid=1637874379&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07BBVDJRS%2CB01EBBHUOC&srpt=ABIS_BOOK&tag=listenerslist-20,4.24,"19,269"
Land of Silence,,Tessa Afshar,https://www.audible.com/pd/Land-of-Silence-Audiobook/B01E7X3MXM?ref=a_ep_black-_c10_lProduct_3_39&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51kQyP6Qj+L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/28075719-land-of-silence?from_search=true&from_srp=true&qid=sGFYsLGJww&rank=1,https://www.amazon.com/Land-of-Silence-Tessa-Afshar-audiobook/dp/B01E7X4B6Y/ref=sr_1_1?keywords=Land+of+Silence+Tessa+Afshar&qid=1637874381&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01E7X4B6Y%2CB07FQRSN9P%2CB083QR3QKR%2CB00O4FSBOY&tag=listenerslist-20,4.49,"3,025"
Brown Dog,Novellas,Jim Harrison,https://www.audible.com/pd/Brown-Dog-Audiobook/B00GTW2W9A?ref=a_ep_black-_c10_lProduct_3_40&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51de5Mj-ygL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/17707989-brown-dog?from_search=true&from_srp=true&qid=zGl3RHWFVp&rank=1,https://www.amazon.com/Brown-Dog-Jim-Harrison-audiobook/dp/B00GTV28LS/ref=sr_1_1?keywords=Brown+Dog+Jim+Harrison&qid=1637874384&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00GTV28LS&srpt=ABIS_BOOK&tag=listenerslist-20,4.15,"2,022"
The Spymistress,,Jennifer Chiaverini,https://www.audible.com/pd/The-Spymistress-Audiobook/B00ES4O3SO?ref=a_ep_black-_c10_lProduct_3_41&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/518n0CWkT-L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/17675042-the-spymistress?from_search=true&from_srp=true&qid=rdlydjWcMw&rank=1,https://www.amazon.com/The-Spymistress-audiobook/dp/B00ES4W09I/ref=sr_1_1?keywords=The+Spymistress+Jennifer+Chiaverini&qid=1637874386&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00ES4W09I&srpt=ABIS_BOOK&tag=listenerslist-20,3.63,"4,917"
Tryin' To Sleep In the Bed You Made,,"Virginia DeBerry, Donna Grant",https://www.audible.com/pd/Tryin-To-Sleep-In-the-Bed-You-Made-Audiobook/B002V0A6X8?ref=a_ep_black-_c10_lProduct_3_42&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51B156pTmoL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/1334553.Tryin_to_Sleep_in_the_Bed_You_Made?from_search=true&from_srp=true&qid=OWQoAfMOI3&rank=1,https://www.amazon.com/Tryin-Sleep-Bed-You-Made/dp/B001IV0FB4/ref=sr_1_1?keywords=Tryin-+To+Sleep+In+the+Bed+You+Made+Virginia+DeBerry%2C+Donna+Grant&qid=1637874388&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001IV0FB4&srpt=ABIS_BOOK&tag=listenerslist-20,4.23,"4,972"
River God,"Ancient Egypt, Book 1",Wilbur Smith,https://www.audible.com/pd/River-God-Audiobook/B07JZQ8J5Z?ref=a_ep_black-_c10_lProduct_3_43&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51Zq5jMqlGL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/429138.River_God?from_search=true&from_srp=true&qid=jTP7GeO9Sg&rank=2,https://www.amazon.com/River-God-Wilbur-Smith-audiobook/dp/B07JZW2SF1/ref=sr_1_1?keywords=River+God+Wilbur+Smith&qid=1637874390&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07JZW2SF1%2CB07JZ59CWW%2CB07WFJ8Y6M%2CB01J1YN1ZQ%2CB07JZHDGXB%2CB07JZFQW2D%2CB092DR4QSN%2CB07J1S4NKM%2CB07YXDBGQ3%2CB017L0RH4I&tag=listenerslist-20,4.19,"36,964"
Ironfire,A Novel of the Knights of Malta and the Last Battle of the Crusades,David Ball,https://www.audible.com/pd/Ironfire-Audiobook/B005DTEFMW?ref=a_ep_black-_c10_lProduct_3_44&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61bkFG8dLeL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/970556.Ironfire?from_search=true&from_srp=true&qid=A4vYPSX6Y0&rank=1,https://www.amazon.com/Ironfire-David-Ball-audiobook/dp/B005DWOXSA/ref=sr_1_1?keywords=Ironfire+David+Ball&qid=1637874393&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B005DWOXSA&tag=listenerslist-20,4.31,"1,391"
True Courage,,Dee Henderson,https://www.audible.com/pd/True-Courage-Audiobook/B002UZN20S?ref=a_ep_black-_c10_lProduct_3_45&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41rbl2mxj2L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/359459.True_Courage?from_search=true&from_srp=true&qid=HvuuOfZTk3&rank=1,https://www.amazon.com/True-Courage-Dee-Henderson-audiobook/dp/B001JDPY8U/ref=sr_1_1?keywords=True+Courage+Dee+Henderson&qid=1637874394&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001JDPY8U%2CB000HOL5XU&tag=listenerslist-20,4.29,"6,616"
The Golden Ocean,,Patrick O'Brian,https://www.audible.com/pd/The-Golden-Ocean-Audiobook/B002VA9E2W?ref=a_ep_black-_c10_lProduct_3_46&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51bUC04lIaS._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/957971.The_Golden_Ocean?from_search=true&from_srp=true&qid=vfvn98kcrB&rank=1,https://www.amazon.com/The-Golden-Ocean-Patrick-O-Brian-audiobook/dp/B0001BJEEQ/ref=sr_1_1?keywords=The+Golden+Ocean+Patrick+O%27Brian&qid=1637874397&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0001BJEEQ&srpt=ABIS_BOOK&tag=listenerslist-20,4.13,"1,934"
Ben-Hur,,Lew Wallace,https://www.audible.com/pd/Ben-Hur-Audiobook/B002V9Z2WY?ref=a_ep_black-_c10_lProduct_3_47&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/512eKrBdznL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/387749.Ben_Hur?from_search=true&from_srp=true&qid=arxLFIwr2A&rank=2,https://www.amazon.com/Ben-Hur-Lew-Wallace-audiobook/dp/B077SNC468/ref=sr_1_1?keywords=Ben-Hur+Lew+Wallace&qid=1637874399&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B077SNC468%2CB074JD7H2N%2CB000HXDNOK%2CB01DPXZJ1I%2CB08KFH1RX1%2CB00TCOM8Y6&tag=listenerslist-20,4.01,"34,408"
Byzantium,,Stephen R. Lawhead,https://www.audible.com/pd/Byzantium-Audiobook/B002V1NOMW?ref=a_ep_black-_c10_lProduct_3_48&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51+rOZUaPcL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/405589.Byzantium?from_search=true&from_srp=true&qid=ixOEItm5nm&rank=1,https://www.amazon.com/Byzantium-Stephen-R-Lawhead-audiobook/dp/B0025UMM9U/ref=sr_1_1?keywords=Byzantium+Stephen+R.+Lawhead&qid=1637874401&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0025UMM9U&srpt=ABIS_BOOK&tag=listenerslist-20,4.19,"4,691"
