Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
Tribal Leadership,Leveraging Natural Groups to Build a Thriving Organization,"Dave Logan, John King, Halee Fischer-Wright",https://www.audible.com/pd/Tribal-Leadership-Audiobook/1977335039?ref=a_ep_black-_c10_lProduct_2_2&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51ZbG3CeYZL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/2741559-tribal-leadership?from_search=true&from_srp=true&qid=fHuO2fzP1Y&rank=1,https://www.amazon.com/Tribal-Leadership-audiobook/dp/B07NF1R92F/ref=sr_1_1?keywords=Tribal+Leadership+Dave+Logan%2C+John+King%2C+Halee+Fischer-Wright&qid=1637875367&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07NF1R92F&srpt=ABIS_BOOK&tag=listenerslist-20,3.96,"8,989"
Pleasure Activism,The Politics of Feeling Good (Emergent Strategy),Adrienne Maree Brown,https://www.audible.com/pd/Pleasure-Activism-Audiobook/B08HR14RRV?ref=a_ep_black-_c10_lProduct_2_3&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/41WeDjpNlTL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/40549668-pleasure-activism?from_search=true&from_srp=true&qid=y9Jg02LCF4&rank=1,https://www.amazon.com/Pleasure-Activism-Politics-Emergent-Strategy/dp/B08HR148LK/ref=sr_1_1?keywords=Pleasure+Activism+Adrienne+Maree+Brown&qid=1637875369&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B08HR148LK&srpt=ABIS_BOOK&tag=listenerslist-20,4.32,"4,418"
Chickenhawk,,Robert Mason,https://www.audible.com/pd/Chickenhawk-Audiobook/B013XGNO6E?ref=a_ep_black-_c10_lProduct_2_4&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51HCbHMyExL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/63699.Chickenhawk?from_search=true&from_srp=true&qid=uUlCciSBhb&rank=1,https://www.amazon.com/Chickenhawk-Robert-Mason-audiobook/dp/B0141Z5LPI/ref=sr_1_1?keywords=Chickenhawk+Robert+Mason&qid=1637875372&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0141Z5LPI&srpt=ABIS_BOOK&tag=listenerslist-20,4.14,"13,716"
I Might Regret This,"Essays, Drawings, Vulnerabilities, and Other Stuff",Abbi Jacobson,https://www.audible.com/pd/I-Might-Regret-This-Audiobook/1549141511?ref=a_ep_black-_c10_lProduct_2_5&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51q-g2in-4L._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/38902427-i-might-regret-this?from_search=true&from_srp=true&qid=8dg8LkBdWd&rank=1,https://www.amazon.com/I-Might-Regret-This-Abbi-Jacobson-audiobook/dp/B07H7T4Q7J/ref=sr_1_1?keywords=I+Might+Regret+This+Abbi+Jacobson&qid=1637875374&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07H7T4Q7J%2CB07R1YYP88&srpt=ABIS_BOOK&tag=listenerslist-20,3.78,"14,434"
The Spider Network,"The Wild Story of a Math Genius, a Gang of Backstabbing Bankers, and One of the Greatest Scams in Financial History",David Enrich,https://www.audible.com/pd/The-Spider-Network-Audiobook/B01N2RUKB8?ref=a_ep_black-_c10_lProduct_2_6&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51bIyq7MwpL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/30759083-the-spider-network?from_search=true&from_srp=true&qid=1Z3Wg7cVDZ&rank=1,https://www.amazon.com/The-Spider-Network-David-Enrich-audiobook/dp/B01N0OR7UO/ref=sr_1_1?keywords=The+Spider+Network+David+Enrich&qid=1637875377&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01N0OR7UO%2CB07DHTYCX3&srpt=ABIS_BOOK&tag=listenerslist-20,4.07,"4,514"
The Violinist's Thumb,"And Other Lost Tales of Love, War, and Genius, as Written by Our Genetic Code",Sam Kean,https://www.audible.com/pd/The-Violinists-Thumb-Audiobook/B008GVXXZO?ref=a_ep_black-_c10_lProduct_2_7&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51YLBDHpE2L._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/13521382-the-violinist-s-thumb?from_search=true&from_srp=true&qid=hN3umThFGH&rank=1,https://www.amazon.com/The-Violinists-Thumb-Sam-Kean-audiobook/dp/B008M211HY/ref=sr_1_1?keywords=The+Violinist-s+Thumb+Sam+Kean&qid=1637875379&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=0316182338%2CB00EQBX6Y6%2CB08HVZBBSD%2CB08K2T736J%2CB07281VGQ8%2CB09497ZDHP%2CB095FYS2W7%2CB08W8PQ65W%2CB088FRK8PP%2CB009SD8YVM%2CB00ZJDNP8C%2CB01BFJDTW0%2CB000LKZ86K%2CB07SWTLTSD%2CB092VMPZL9%2CB09295MD1B&srpt=ABIS_BOOK&tag=listenerslist-20,4.00,"9,013"
For the Love of Europe,"My Favorite Places, People, and Stories",Rick Steves,https://www.audible.com/pd/For-the-Love-of-Europe-Audiobook/1549152513?ref=a_ep_black-_c10_lProduct_2_8&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51uu2DSDVfL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/43522972-for-the-love-of-europe?from_search=true&from_srp=true&qid=aP3NNlSeo5&rank=1,https://www.amazon.com/Love-Europe-Favorite-Places-Stories/dp/B08DJBQVQ4/ref=sr_1_1?keywords=For+the+Love+of+Europe+Rick+Steves&qid=1637875382&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B08DJBQVQ4%2CB0787CTT4G%2CB07GXSVZ41%2CB08B7B2HQZ%2CB088C3KNX9&srpt=ABIS_BOOK&tag=listenerslist-20,4.14,568
Crusaders,The Epic History of the Wars for the Holy Lands,Dan Jones,https://www.audible.com/pd/Crusaders-Audiobook/0593149254?ref=a_ep_black-_c10_lProduct_2_9&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51gs2NhJxsL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/43899574-crusaders?from_search=true&from_srp=true&qid=VhwoK7iEt7&rank=1,https://www.amazon.com/Crusaders-Dan-Jones-audiobook/dp/B07VKD24MR/ref=sr_1_1?keywords=Crusaders+Dan+Jones&qid=1637875384&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07VKD24MR%2CB074F3ZF91%2CB00BSUN1Y8%2CB074ZS6SR2%2CB015NOAXI6%2CB07WG3R23W&srpt=ABIS_BOOK&tag=listenerslist-20,4.14,"1,919"
Jim Henson,The Biography,Brian Jay Jones,https://www.audible.com/pd/Jim-Henson-Audiobook/B00EFABXJ8?ref=a_ep_black-_c10_lProduct_2_10&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/518ijtg9thL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/17262134-jim-henson?from_search=true&from_srp=true&qid=EGFb3hXxOv&rank=1,https://www.amazon.com/Jim-Henson-Brian-Jay-Jones-audiobook/dp/B087NFF7YH/ref=sr_1_1?keywords=Jim+Henson+Brian+Jay+Jones&qid=1637875386&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B087NFF7YH%2CB07PMFG98Q&tag=listenerslist-20,3.91,"15,059"
Double Cross,The True Story of the D-Day Spies,Ben Macintyre,https://www.audible.com/pd/Double-Cross-Audiobook/B008J4B1PM?ref=a_ep_black-_c10_lProduct_2_11&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/61jc1lcEdUL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/13154628-double-cross?from_search=true&from_srp=true&qid=NZTbXUfwHm&rank=1,https://www.amazon.com/Double-Cross-Ben-Macintyre-audiobook/dp/B008R63DJO/ref=sr_1_1?keywords=Double+Cross+Ben+Macintyre&qid=1637875389&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B008R63DJO%2CB085KF8QHR%2CB07DHR7427&srpt=ABIS_BOOK&tag=listenerslist-20,3.92,"10,592"
Children of Ash and Elm,A History of the Vikings,Neil Price,https://www.audible.com/pd/Children-of-Ash-and-Elm-Audiobook/1980074879?ref=a_ep_black-_c10_lProduct_2_12&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51Z+2xDLJPL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/43305488-the-children-of-ash-and-elm?from_search=true&from_srp=true&qid=oOLDE6oGHP&rank=1,https://www.amazon.com/Children-Ash-Elm-History-Vikings/dp/B08BH3PHQL/ref=sr_1_1?keywords=Children+of+Ash+and+Elm+Neil+Price&qid=1637875391&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B08BH3PHQL&srpt=ABIS_BOOK&tag=listenerslist-20,4.20,"1,811"
Room to Dream,,"David Lynch, Kristine McKenna",https://www.audible.com/pd/Room-to-Dream-Audiobook/B07B6GBTXC?ref=a_ep_black-_c10_lProduct_2_13&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51+6BBFii4L._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/35224286-room-to-dream?from_search=true&from_srp=true&qid=o2PBpkCeDZ&rank=1,https://www.amazon.com/Room-to-Dream-audiobook/dp/B07B6DVF1J/ref=sr_1_1?keywords=Room+to+Dream+David+Lynch%2C+Kristine+McKenna&qid=1637875393&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07B6DVF1J&tag=listenerslist-20,4.30,"4,123"
The Cuckoo's Egg,Tracking a Spy Through the Maze of Computer Espionage,Cliff Stoll,https://www.audible.com/pd/The-Cuckoos-Egg-Audiobook/1977300472?ref=a_ep_black-_c10_lProduct_2_14&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51iJAtfN50L._SL500_.jpg,"Nonfiction, $5 Titles",,https://www.amazon.com/Cuckoos-Egg-Tracking-Computer-Espionage/dp/B0845PM1M5/ref=sr_1_1?keywords=The+Cuckoo-s+Egg+Cliff+Stoll&qid=1637875395&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0845PM1M5%2CB008OCS23S%2CB001K56O7M&srpt=ABIS_BOOK&tag=listenerslist-20,,
The Earth Is Weeping,The Epic Story of the Indian Wars for the American West,Peter Cozzens,https://www.audible.com/pd/The-Earth-Is-Weeping-Audiobook/B01LXF8PSS?ref=a_ep_black-_c10_lProduct_2_15&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51cUA3U3-DL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/28814679-the-earth-is-weeping?from_search=true&from_srp=true&qid=cGLPC1enl8&rank=1,https://www.amazon.com/The-Earth-Is-Weeping-audiobook/dp/B01M00ZX8R/ref=sr_1_1?keywords=The+Earth+Is+Weeping+Peter+Cozzens&qid=1637875397&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01M00ZX8R%2CB06XDLPZM9%2CB086FZ7K4D%2CB07KL6NMP4&srpt=ABIS_BOOK&tag=listenerslist-20,4.26,"2,189"
Crashed,How a Decade of Financial Crises Changed the World,Adam Tooze,https://www.audible.com/pd/Crashed-Audiobook/B07FDFK6T1?ref=a_ep_black-_c10_lProduct_2_16&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/41X0VYZ74qL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/36950522-crashed?from_search=true&from_srp=true&qid=3JD17H7gxA&rank=1,https://www.amazon.com/Crashed-Adam-Tooze-audiobook/dp/B07FDGTS1N/ref=sr_1_1?keywords=Crashed+Adam+Tooze&qid=1637875399&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07FDGTS1N%2CB00P00Q6L2%2CB08X4XYGN8%2CB00A2ZHWZO&srpt=ABIS_BOOK&tag=listenerslist-20,4.32,"2,556"
The Borgias,The Hidden History,G. J. Meyer,https://www.audible.com/pd/The-Borgias-Audiobook/B00B3YV4CA?ref=a_ep_black-_c10_lProduct_2_17&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51MvGhcMeML._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/15798316-the-borgias?from_search=true&from_srp=true&qid=xun8Lv8VBL&rank=1,https://www.amazon.com/The-Borgias-G-J-Meyer-audiobook/dp/B00B3Z60MS/ref=sr_1_1?keywords=The+Borgias+G.+J.+Meyer&qid=1637875402&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00B3Z60MS%2CB06XC4N123%2CB0085ZHQ3Q%2CB0039OZFFY&tag=listenerslist-20,3.79,"1,989"
Make Change,"How to Fight Injustice, Dismantle Systemic Oppression, and Own Our Future",Shaun King,https://www.audible.com/pd/Make-Change-Audiobook/B084QBYHX7?ref=a_ep_black-_c10_lProduct_2_18&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51XQcpGy6FL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/49574805-make-change?from_search=true&from_srp=true&qid=RlWjti5LRt&rank=1,https://www.amazon.com/Make-Change-Injustice-Dismantle-Oppression/dp/B084Q393X5/ref=sr_1_1?keywords=Make+Change+Shaun+King&qid=1637875405&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B084Q393X5%2CB077BW5BD8%2CB07D6XQQRY&srpt=ABIS_BOOK&tag=listenerslist-20,4.34,648
My Daddy Is a Hero,How Chris Watts Went from Family Man to Family Killer,Lena Derhally,https://www.audible.com/pd/My-Daddy-Is-a-Hero-Audiobook/1705215025?ref=a_ep_black-_c10_lProduct_2_19&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/514ZByYvUeL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/49121932-my-daddy-is-a-hero?from_search=true&from_srp=true&qid=9JMndSVUCI&rank=1,https://www.amazon.com/My-Daddy-Hero-Family-Killer/dp/B086M9C6DY/ref=sr_1_1?keywords=My+Daddy+Is+a+Hero+Lena+Derhally&qid=1637875408&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B086M9C6DY&tag=listenerslist-20,3.92,"2,375"
Autobiography of Eleanor Roosevelt,,Eleanor Roosevelt,https://www.audible.com/pd/Autobiography-of-Eleanor-Roosevelt-Audiobook/B00O1GBHMY?ref=a_ep_black-_c10_lProduct_2_20&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51NUpawgpjL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/78510.The_Autobiography_of_Eleanor_Roosevelt?from_search=true&from_srp=true&qid=TxvJurJiAW&rank=2,https://www.amazon.com/Autobiography-of-Eleanor-Roosevelt/dp/B00O181VVO/ref=sr_1_1?keywords=Autobiography+of+Eleanor+Roosevelt+Eleanor+Roosevelt&qid=1637875410&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00O181VVO%2CB01G7QMGR0%2CB01MA650JO%2CB07ZT4YZHY%2CB01G7QTMQS%2CB086M8GBQS%2CB00UICZRPI%2CB01LVTXWLX%2CB075JQSD53%2CB08511DPT7%2CB002FY9KGY%2CB07ND24K94%2CB01LDNV3UI%2CB00DEKLSGS%2CB003TLSM70%2CB016QO0V7A&srpt=ABIS_BOOK&tag=listenerslist-20,3.93,"2,695"
Everybody Behaves Badly,The True Story Behind Hemingway's Masterpiece The Sun Also Rises,Lesley Blume,https://www.audible.com/pd/Everybody-Behaves-Badly-Audiobook/B01FMQV4AG?ref=a_ep_black-_c10_lProduct_2_21&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/618Ag2y2KZL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/25897804-everybody-behaves-badly?from_search=true&from_srp=true&qid=f1eKLEXjD0&rank=1,https://www.amazon.com/Everybody-Behaves-Badly-audiobook/dp/B01FMQVD9S/ref=sr_1_1?keywords=Everybody+Behaves+Badly+Lesley+Blume&qid=1637875413&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01FMQVD9S%2CB07Z9QPTFN&srpt=ABIS_BOOK&tag=listenerslist-20,3.94,"2,093"
Brutally Honest,Mel B’s tell-all memoir,"Melanie Brown, Louise Gannon",https://www.audible.com/pd/Brutally-Honest-Audiobook/B07FKGWTM9?ref=a_ep_black-_c10_lProduct_2_22&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51WtSKsuqoL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/40776256-brutally-honest?from_search=true&from_srp=true&qid=kxmOuNnUga&rank=1,https://www.amazon.com/Brutally-Honest-audiobook/dp/B07FK2FT4S/ref=sr_1_1?keywords=Brutally+Honest+Melanie+Brown%2C+Louise+Gannon&qid=1637875416&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07FK2FT4S&srpt=ABIS_BOOK&tag=listenerslist-20,4.06,"3,397"
Uncommon Valor,The Recon Company that Earned Five Medals of Honor and Included America’s Most Decorated Green Beret,Stephen L. Moore,https://www.audible.com/pd/Uncommon-Valor-Audiobook/1541439287?ref=a_ep_black-_c10_lProduct_2_23&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51GWdqENdoL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/41037478-uncommon-valor?from_search=true&from_srp=true&qid=Fx8BxG8Hgs&rank=1,https://www.amazon.com/Uncommon-Valor-Included-Americas-Decorated/dp/B084CXJRLN/ref=sr_1_1?keywords=Uncommon+Valor+Stephen+L.+Moore&qid=1637875418&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B084CXJRLN&tag=listenerslist-20,4.50,84
The Greatest Knight,"The Remarkable Life of William Marshal, the Power Behind Five English Thrones",Thomas Asbridge,https://www.audible.com/pd/The-Greatest-Knight-Audiobook/B00U20M5VK?ref=a_ep_black-_c10_lProduct_2_24&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51Lm-j0A9oL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/23456467-the-greatest-knight?from_search=true&from_srp=true&qid=lkyB0oQGNk&rank=1,https://www.amazon.com/The-Greatest-Knight-audiobook/dp/B00U1IOPMU/ref=sr_1_1?keywords=The+Greatest+Knight+Thomas+Asbridge&qid=1637875421&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00U1IOPMU&srpt=ABIS_BOOK&tag=listenerslist-20,4.23,"3,211"
Washington's Crossing,,David Hackett Fischer,https://www.audible.com/pd/Washingtons-Crossing-Audiobook/B002V8MLVU?ref=a_ep_black-_c10_lProduct_2_25&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51arwlru2KL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/1206073.Washington_s_Crossing?from_search=true&from_srp=true&qid=fvRlfPkW1f&rank=2,https://www.amazon.com/Analysis-Hackett-Fischers-Washingtons-Crossing/dp/B0757YR365/ref=sr_1_1?keywords=Washington-s+Crossing+David+Hackett+Fischer&qid=1637875424&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0757YR365%2CB00029DHZO%2CB00F4E0LO2%2CB01BX9LVEA&srpt=ABIS_BOOK&tag=listenerslist-20,4.14,"14,267"
The Warburgs,The Twentieth-Century Odyssey of a Remarkable Jewish Family,Ron Chernow,https://www.audible.com/pd/The-Warburgs-Audiobook/B01LXS51L5?ref=a_ep_black-_c10_lProduct_2_26&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51JeBoxjPzL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/16133.The_Warburgs?from_search=true&from_srp=true&qid=nES2NoNoje&rank=1,https://www.amazon.com/The-Warburgs-Ron-Chernow-audiobook/dp/B087MTSMTQ/ref=sr_1_1?keywords=The+Warburgs+Ron+Chernow&qid=1637875427&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B087MTSMTQ%2CB0045XYQ12%2CB0007OB58A%2CB003VXNCR6&srpt=ABIS_BOOK&tag=listenerslist-20,4.10,"1,181"
The Wedge,"Evolution, Consciousness, Stress, and the Key to Human Resilience",Scott Carney,https://www.audible.com/pd/The-Wedge-Audiobook/B085CMYML2?ref=a_ep_black-_c10_lProduct_2_27&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51SxaQ6gZeL._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/50231733-the-wedge?from_search=true&from_srp=true&qid=mdlljVuefG&rank=1,https://www.amazon.com/Wedge-Evolution-Consciousness-Stress-Resilience/dp/B085CMTMLM/ref=sr_1_1?keywords=The+Wedge+Scott+Carney&qid=1637875429&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B085CMTMLM%2CB01NBSX68B%2CB07VVT5JVP%2CB00TSU3TPG%2CB0000546D3&tag=listenerslist-20,4.05,447
Black Wave,"Saudi Arabia, Iran, and the Forty-Year Rivalry that Unraveled Culture, Religion, and Collective Memory in the Middle East",Kim Ghattas,https://www.audible.com/pd/Black-Wave-Audiobook/1684578620?ref=a_ep_black-_c10_lProduct_2_28&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51rb7QTnOWL._SL500_.jpg,"Nonfiction, $6 Titles",https://www.goodreads.com/book/show/43565323-black-wave?from_search=true&from_srp=true&qid=X6OLoSSMbx&rank=1,https://www.amazon.com/Black-Wave-Forty-Year-Unraveled-Collective/dp/B0835VGM32/ref=sr_1_1?keywords=Black+Wave+Kim+Ghattas&qid=1637875431&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0835VGM32%2CB001E23RNU%2CB00BFTW7D8&srpt=ABIS_BOOK&tag=listenerslist-20,4.40,"2,621"
Can't Even,How Millennials Became the Burnout Generation,Anne Helen Petersen,https://www.audible.com/pd/Cant-Even-Audiobook/B08GTXZK81?ref=a_ep_black-_c10_lProduct_2_29&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51ZMuYZPTML._SL500_.jpg,"Nonfiction, $5 Titles",https://www.goodreads.com/book/show/48930297-can-t-even?from_search=true&from_srp=true&qid=XDM1JISYH0&rank=1,https://www.amazon.com/Cant-Even-Millennials-Burnout-Generation/dp/B08GV3DCB4/ref=sr_1_1?keywords=Can-t+Even+Anne+Helen+Petersen&qid=1637875434&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B08GV3DCB4%2CB091D454Y2&srpt=ABIS_BOOK&tag=listenerslist-20,3.97,"5,281"
Sacred Cow,The Case for (Better) Meat,"Diana Rodgers RD, Robb Wolf",https://www.audible.com/pd/Sacred-Cow-Audiobook/1799932974?ref=a_ep_black-_c10_lProduct_2_30&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51L3KRON20L._SL500_.jpg,"Nonfiction, $5 Titles",,https://www.amazon.com/Sacred-Cow-Case-Better-Meat/dp/B0899FLWND/ref=sr_1_1?keywords=Sacred+Cow+Diana+Rodgers+RD%2C+Robb+Wolf&qid=1637875436&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0899FLWND&srpt=ABIS_BOOK&tag=listenerslist-20,,
The Royals,,Kitty Kelley,https://www.audible.com/pd/The-Royals-Audiobook/B00DYBBMVS?ref=a_ep_black-_c10_lProduct_2_31&pf_rd_p=9f9bfe33-0eb7-4bd7-9156-8420387fb22b&pf_rd_r=3R5TVMMA4EDK5J6HETE0,https://m.media-amazon.com/images/I/51wSv6wCpAL._SL500_.jpg,"Nonfiction, $7 Titles",https://www.goodreads.com/book/show/177905.The_Royals?from_search=true&from_srp=true&qid=mkegZXWst9&rank=1,https://www.amazon.com/The-Royals-Kitty-Kelley-audiobook/dp/B00DZ37WP0/ref=sr_1_1?keywords=The+Royals+Kitty+Kelley&qid=1637875439&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DZ37WP0%2CB0006IU3I0%2CB002LZ95PI%2CB003H2O900%2CB00DZ37SKY%2CB007SXTXXC&srpt=ABIS_BOOK&tag=listenerslist-20,3.63,"2,568"
